file_name,network,station,instrument_type,station_lat,station_lon,station_elv,p_arrival_time,p_probability,s_arrival_time,s_probability
HE.LAUT.00.00 | 2025-06-23T12:58:02.972437Z - 2025-06-23T12:59:02.972437Z,,,,,,,,,,
HE.FIC1.00.00 | 2025-04-03T20:25:38.133796Z - 2025-04-03T20:26:38.133796Z,,,,,,,,,,
HE.PVF.00.00 | 2025-03-29T23:26:48.640510Z - 2025-03-29T23:27:48.640510Z,,,,,,,,,,
HE.OBF8.00.00 | 2025-06-26T12:51:34.251406Z - 2025-06-26T12:52:34.251406Z,,,,,,,,,,
FN.MSF.00.00 | 2025-12-20T10:27:54.184225Z - 2025-12-20T10:28:54.184225Z,,,,,,,,,,
HE.FIC4.00.00 | 2025-02-23T03:26:32.651620Z - 2025-02-23T03:27:32.651620Z,,,,,,,,,,
HE.OUF.00.00 | 2025-03-02T12:42:25.668401Z - 2025-03-02T12:43:25.668401Z,,,,,,,,,,
HE.RAF.00.00 | 2025-05-04T02:42:24.208801Z - 2025-05-04T02:43:24.208801Z,,,,,,,,,,
HE.FIB1.00.00 | 2025-04-04T20:26:37.015947Z - 2025-04-04T20:27:37.015947Z,,,,,,,,,,
HE.FIC2.00.00 | 2025-07-27T07:07:21.742613Z - 2025-07-27T07:08:21.742613Z,,,,,,,,,,
HE.TOF.00.00 | 2025-08-27T09:21:04.288307Z - 2025-08-27T09:22:04.288307Z,,,,,,,,,,
HE.FIC6.00.00 | 2025-11-18T20:06:36.388758Z - 2025-11-18T20:07:36.388758Z,,,,,,,,,,
HE.LOVF.00.00 | 2025-12-27T05:46:11.112235Z - 2025-12-27T05:47:11.112235Z,,,,,,,,,,
HE.FIA1.00.00 | 2025-10-17T19:15:10.692016Z - 2025-10-17T19:16:10.692016Z,,,,,,,,,,
HE.VJF.00.00 | 2025-06-04T23:01:10.614811Z - 2025-06-04T23:02:10.614811Z,,,,,,,,,,
HE.FIC1.00.00 | 2025-11-25T12:30:48.313467Z - 2025-11-25T12:31:48.313467Z,,,,,,,,,,
HE.HEF.00.00 | 2025-09-22T03:55:11.707827Z - 2025-09-22T03:56:11.707827Z,,,,,,,,,,
HE.KEF.00.00 | 2025-03-13T18:52:26.704822Z - 2025-03-13T18:53:26.704822Z,,,,,,,,,,
FN.SGF.00.00 | 2025-09-09T06:47:52.285208Z - 2025-09-09T06:48:52.285208Z,,,,,,,,,,
HE.LAUT.00.00 | 2025-03-08T05:40:25.825446Z - 2025-03-08T05:41:25.825446Z,,,,,,,,,,
HE.FIC1.00.00 | 2025-01-22T02:46:48.569081Z - 2025-01-22T02:47:48.569081Z,,,,,,,,,,
HE.FIA2.00.00 | 2025-05-05T16:37:56.896133Z - 2025-05-05T16:38:56.896133Z,,,,,,,,,,
HE.LOVF.00.00 | 2025-03-09T01:54:26.426051Z - 2025-03-09T01:55:26.426051Z,,,,,,,,,,
HE.RAF.00.00 | 2025-02-05T15:02:13.004295Z - 2025-02-05T15:03:13.004295Z,,,,,,,,,,
HE.FIA1.00.00 | 2025-07-08T14:54:28.004233Z - 2025-07-08T14:55:28.004233Z,,,,,,,,,,
HE.TOF.00.00 | 2025-06-17T02:38:30.761425Z - 2025-06-17T02:39:30.761425Z,,,,,,,,,,
HE.VJF.00.00 | 2025-07-21T08:44:19.952948Z - 2025-07-21T08:45:19.952948Z,,,,,,,,,,
HE.TVF.00.00 | 2025-08-01T02:08:52.420274Z - 2025-08-01T02:09:52.420274Z,,,,,,,,,,
HE.FIB1.00.00 | 2025-09-26T18:42:49.860226Z - 2025-09-26T18:43:49.860226Z,,,,,,,,,,
HE.OBF8.00.00 | 2025-09-03T05:20:19.886921Z - 2025-09-03T05:21:19.886921Z,,,,,,,,,,
HE.OUF.00.00 | 2025-12-08T16:20:20.583352Z - 2025-12-08T16:21:20.583352Z,,,,,,,,,,
HE.HEL1.00.00 | 2025-03-13T06:20:30.453400Z - 2025-03-13T06:21:30.453400Z,,,,,,,,,,
HE.HEL1.00.00 | 2025-09-04T05:36:41.199269Z - 2025-09-04T05:37:41.199269Z,,,,,,,,,,
HE.HEL5.00.00 | 2025-01-18T07:49:16.120226Z - 2025-01-18T07:50:16.120226Z,,,,,,,,,,
HE.FIB4.00.00 | 2025-01-19T13:55:37.956473Z - 2025-01-19T13:56:37.956473Z,,,,,,,,,,
HE.OUF.00.00 | 2025-04-11T01:26:55.515159Z - 2025-04-11T01:27:55.515159Z,,,,,,,,,,
HE.VJF.00.00 | 2025-07-15T18:44:27.159660Z - 2025-07-15T18:45:27.159660Z,,,,,,,,,,
HE.OBF8.00.00 | 2025-11-21T03:20:14.490017Z - 2025-11-21T03:21:14.490017Z,,,,,,,,,,
HE.KEF.00.00 | 2025-03-20T19:36:53.017586Z - 2025-03-20T19:37:53.017586Z,,,,,,,,,,
HE.KOFF.00.00 | 2025-12-24T00:14:06.241596Z - 2025-12-24T00:15:06.241596Z,,,,,,,,,,
HE.HEL5.00.00 | 2025-01-11T23:46:10.752062Z - 2025-01-11T23:47:10.752062Z,,,,,,,,,,
HE.RUF.00.00 | 2025-01-04T20:36:50.164013Z - 2025-01-04T20:37:50.164013Z,,,,,,,,,,
HE.MEF.00.00 | 2025-05-14T06:39:27.717509Z - 2025-05-14T06:40:27.717509Z,,,,,,,,,,
HE.OUF.00.00 | 2025-07-24T13:25:12.544415Z - 2025-07-24T13:26:12.544415Z,,,,,,,,,,
HE.OBF8.00.00 | 2025-10-16T20:22:13.581371Z - 2025-10-16T20:23:13.581371Z,,,,,,,,,,
HE.FIB2.00.00 | 2025-06-25T18:03:51.699388Z - 2025-06-25T18:04:51.699388Z,,,,,,,,,,
HE.FIA1.00.00 | 2025-12-24T05:46:01.687680Z - 2025-12-24T05:47:01.687680Z,,,,,,,,,,
HE.KU2.00.00 | 2025-01-15T05:21:44.801751Z - 2025-01-15T05:22:44.801751Z,,,,,,,,,,
HE.LOVF.00.00 | 2025-08-05T04:06:21.795978Z - 2025-08-05T04:07:21.795978Z,,,,,,,,,,
HE.KJNF.00.00 | 2025-08-06T19:20:03.104376Z - 2025-08-06T19:21:03.104376Z,,,,,,,,,,
HE.FIC1.00.00 | 2025-08-26T00:32:38.744496Z - 2025-08-26T00:33:38.744496Z,,,,,,,,,,
HE.KIF.00.00 | 2025-05-19T12:33:05.095336Z - 2025-05-19T12:34:05.095336Z,,,,,,,,,,
HE.KY02.00.00 | 2025-03-23T13:14:46.882938Z - 2025-03-23T13:15:46.882938Z,,,,,,,,,,
HE.RSUO.00.00 | 2025-05-04T12:24:54.845607Z - 2025-05-04T12:25:54.845607Z,,,,,,,,,,
HE.OBF8.00.00 | 2025-12-17T11:56:03.004440Z - 2025-12-17T11:57:03.004440Z,,,,,,,,,,
HE.LOVF.00.00 | 2025-10-09T20:49:27.716752Z - 2025-10-09T20:50:27.716752Z,,,,,,,,,,
HE.KU2.00.00 | 2025-10-31T16:23:09.026180Z - 2025-10-31T16:24:09.026180Z,,,,,,,,,,
HE.KEF.00.00 | 2025-07-02T09:09:38.371039Z - 2025-07-02T09:10:38.371039Z,,,,,,,,,,
FN.RNF.00.00 | 2025-08-05T07:31:59.420236Z - 2025-08-05T07:32:59.420236Z,,,,,,,,,,
HE.ECKF.00.00 | 2025-05-01T03:34:41.886799Z - 2025-05-01T03:35:41.886799Z,,,,,,,,,,
HE.KJNF.00.00 | 2025-01-12T07:30:12.792934Z - 2025-01-12T07:31:12.792934Z,,,,,,,,,,
HE.RMF.00.00 | 2025-05-12T12:05:29.535437Z - 2025-05-12T12:06:29.535437Z,,,,,,,,,,
FN.KMNF.00.00 | 2025-02-16T04:46:26.896992Z - 2025-02-16T04:47:26.896992Z,,,,,,,,,,
FN.RAJF.00.00 | 2025-04-17T14:49:39.891347Z - 2025-04-17T14:50:39.891347Z,,,,,,,,,,
HE.HEL5.00.00 | 2025-10-28T11:52:41.767900Z - 2025-10-28T11:53:41.767900Z,,,,,,,,,,
HE.KU6.00.00 | 2025-10-28T19:05:29.052167Z - 2025-10-28T19:06:29.052167Z,,,,,,,,,,
HE.FIB5.00.00 | 2025-06-09T20:32:44.272080Z - 2025-06-09T20:33:44.272080Z,,,,,,,,,,
HE.FIB4.00.00 | 2025-06-08T21:08:01.830947Z - 2025-06-08T21:09:01.830947Z,,,,,,,,,,
HE.TOF.00.00 | 2025-10-18T17:56:19.254090Z - 2025-10-18T17:57:19.254090Z,,,,,,,,,,
HE.FIC3.00.00 | 2025-10-22T04:20:40.490806Z - 2025-10-22T04:21:40.490806Z,,,,,,,,,,
HE.HEF.00.00 | 2025-10-08T11:01:28.973597Z - 2025-10-08T11:02:28.973597Z,,,,,,,,,,
HE.TOF.00.00 | 2025-09-24T03:10:51.373061Z - 2025-09-24T03:11:51.373061Z,,,,,,,,,,
FN.RANF.00.00 | 2025-08-04T08:14:58.527284Z - 2025-08-04T08:15:58.527284Z,,,,,,,,,,
HE.TOF.00.00 | 2025-03-10T11:38:44.138163Z - 2025-03-10T11:39:44.138163Z,,,,,,,,,,
FN.RANF.00.00 | 2025-11-07T02:22:09.155108Z - 2025-11-07T02:23:09.155108Z,,,,,,,,,,
UP.AAL.00.00 | 2025-02-16T18:01:26.623701Z - 2025-02-16T18:02:26.623701Z,,,,,,,,,,
HE.FIC6.00.00 | 2025-02-15T17:59:46.225473Z - 2025-02-15T18:00:46.225473Z,,,,,,,,,,
FN.SGF.00.00 | 2025-01-05T06:13:48.370971Z - 2025-01-05T06:14:48.370971Z,,,,,,,,,,
HE.OBF3.00.00 | 2025-08-09T23:56:18.217615Z - 2025-08-09T23:57:18.217615Z,,,,,,,,,,
HE.FIC4.00.00 | 2025-01-25T06:56:42.069068Z - 2025-01-25T06:57:42.069068Z,,,,,,,,,,
HE.VUOS.00.00 | 2025-03-18T22:48:41.218863Z - 2025-03-18T22:49:41.218863Z,,,,,,,,,,
HE.FIC3.00.00 | 2025-08-06T18:09:11.115203Z - 2025-08-06T18:10:11.115203Z,,,,,,,,,,
HE.HEL5.00.00 | 2025-09-25T22:16:01.181291Z - 2025-09-25T22:17:01.181291Z,,,,,,,,,,
HE.LAUT.00.00 | 2025-06-01T21:41:10.737010Z - 2025-06-01T21:42:10.737010Z,,,,,,,,,,
FN.OUL.00.00 | 2025-11-13T19:16:29.519686Z - 2025-11-13T19:17:29.519686Z,,,,,,,,,,
HE.FIB3.00.00 | 2025-06-14T11:43:22.262590Z - 2025-06-14T11:44:22.262590Z,,,,,,,,,,
HE.KJNF.00.00 | 2025-04-15T23:14:21.212132Z - 2025-04-15T23:15:21.212132Z,,,,,,,,,,
HE.FIA0.00.00 | 2025-06-30T22:00:06.251570Z - 2025-06-30T22:01:06.251570Z,,,,,,,,,,
FN.RAJF.00.00 | 2025-05-07T03:14:53.706664Z - 2025-05-07T03:15:53.706664Z,,,,,,,,,,
FN.OLKF.00.00 | 2025-10-26T00:13:50.994647Z - 2025-10-26T00:14:50.994647Z,,,,,,,,,,
HE.SUF.00.00 | 2025-03-30T08:20:18.598910Z - 2025-03-30T08:21:18.598910Z,,,,,,,,,,
FN.SGF.00.00 | 2025-09-27T04:49:44.486588Z - 2025-09-27T04:50:44.486588Z,,,,,,,,,,
HE.VUOS.00.00 | 2025-11-28T14:18:50.137212Z - 2025-11-28T14:19:50.137212Z,,,,,,,,,,
FN.KLF.00.00 | 2025-04-22T15:44:09.287844Z - 2025-04-22T15:45:09.287844Z,,,,,,,,,,
HE.KORF.00.00 | 2025-01-06T16:30:41.060584Z - 2025-01-06T16:31:41.060584Z,,,,,,,,,,
FN.KLF.00.00 | 2025-11-23T02:40:59.897632Z - 2025-11-23T02:41:59.897632Z,,,,,,,,,,
FN.SGF.00.00 | 2025-05-23T13:51:27.244226Z - 2025-05-23T13:52:27.244226Z,,,,,,,,,,
HE.ECKF.00.00 | 2025-10-23T01:09:55.397152Z - 2025-10-23T01:10:55.397152Z,,,,,,,,,,
HE.RMF.00.00 | 2025-09-11T03:29:33.648871Z - 2025-09-11T03:30:33.648871Z,,,,,,,,,,
HE.TRE03.00.00 | 2025-04-26T19:06:31.124757Z - 2025-04-26T19:07:31.124757Z,,,,,,,,,,
HE.LAUT.00.00 | 2025-06-25T06:00:42.861374Z - 2025-06-25T06:01:42.861374Z,,,,,,,,,,
HE.RAF.00.00 | 2025-08-22T02:56:25.463444Z - 2025-08-22T02:57:25.463444Z,,,,,,,,,,
HE.FIC3.00.00 | 2025-06-16T23:49:47.360568Z - 2025-06-16T23:50:47.360568Z,,,,,,,,,,
HE.TRE03.00.00 | 2025-05-02T03:44:30.416858Z - 2025-05-02T03:45:30.416858Z,,,,,,,,,,
UP.AAL.00.00 | 2025-10-14T15:38:45.325255Z - 2025-10-14T15:39:45.325255Z,,,,,,,,,,
HE.KU6.00.00 | 2025-05-20T19:49:07.811194Z - 2025-05-20T19:50:07.811194Z,,,,,,,,,,
HE.KJNF.00.00 | 2025-08-25T00:28:34.106180Z - 2025-08-25T00:29:34.106180Z,,,,,,,,,,
HE.FIC1.00.00 | 2025-04-09T21:18:41.643592Z - 2025-04-09T21:19:41.643592Z,,,,,,,,,,
HE.NUR.00.00 | 2025-07-12T16:12:31.742765Z - 2025-07-12T16:13:31.742765Z,,,,,,,,,,
FN.KMNF.00.00 | 2025-05-11T15:04:24.778940Z - 2025-05-11T15:05:24.778940Z,,,,,,,,,,
HE.TOF.00.00 | 2025-09-02T17:47:27.111261Z - 2025-09-02T17:48:27.111261Z,,,,,,,,,,
FN.SGF.00.00 | 2025-01-13T16:37:14.067727Z - 2025-01-13T16:38:14.067727Z,,,,,,,,,,
HE.OBF3.00.00 | 2025-04-01T02:44:02.451089Z - 2025-04-01T02:45:02.451089Z,,,,,,,,,,
HE.KJNF.00.00 | 2025-03-14T07:08:22.365377Z - 2025-03-14T07:09:22.365377Z,,,,,,,,,,
HE.RAF.00.00 | 2025-08-29T04:32:55.932665Z - 2025-08-29T04:33:55.932665Z,,,,,,,,,,
HE.TVF.00.00 | 2025-07-25T01:37:16.453340Z - 2025-07-25T01:38:16.453340Z,,,,,,,,,,
HE.FIA1.00.00 | 2025-11-08T04:12:29.079319Z - 2025-11-08T04:13:29.079319Z,,,,,,,,,,
HE.FIC3.00.00 | 2025-02-05T08:59:10.122376Z - 2025-02-05T09:00:10.122376Z,,,,,,,,,,
HE.OBF3.00.00 | 2025-10-11T00:49:54.139446Z - 2025-10-11T00:50:54.139446Z,,,,,,,,,,
FN.MSF.00.00 | 2025-01-11T00:47:18.644806Z - 2025-01-11T00:48:18.644806Z,,,,,,,,,,
HE.FIB3.00.00 | 2025-09-06T15:01:27.933220Z - 2025-09-06T15:02:27.933220Z,,,,,,,,,,
HE.TRE03.00.00 | 2025-09-29T22:39:45.541950Z - 2025-09-29T22:40:45.541950Z,,,,,,,,,,
HE.FIB2.00.00 | 2025-04-16T20:24:50.459477Z - 2025-04-16T20:25:50.459477Z,,,,,,,,,,
HE.MEF.00.00 | 2025-08-12T06:20:57.243746Z - 2025-08-12T06:21:57.243746Z,,,,,,,,,,
HE.KJNF.00.00 | 2025-08-25T19:07:28.699340Z - 2025-08-25T19:08:28.699340Z,,,,,,,,,,
HE.OUF.00.00 | 2025-02-08T18:15:01.407750Z - 2025-02-08T18:16:01.407750Z,,,,,,,,,,
HE.FIB6.00.00 | 2025-08-24T16:38:22.675047Z - 2025-08-24T16:39:22.675047Z,,,,,,,,,,
FN.SGF.00.00 | 2025-12-28T12:58:17.663749Z - 2025-12-28T12:59:17.663749Z,,,,,,,,,,
HE.KPF.00.00 | 2025-03-13T08:35:51.852387Z - 2025-03-13T08:36:51.852387Z,,,,,,,,,,
HE.KU6.00.00 | 2025-09-18T12:01:25.795536Z - 2025-09-18T12:02:25.795536Z,,,,,,,,,,
HE.FIB3.00.00 | 2025-08-18T10:29:21.404477Z - 2025-08-18T10:30:21.404477Z,,,,,,,,,,
HE.KU1.00.00 | 2025-11-01T23:34:04.693897Z - 2025-11-01T23:35:04.693897Z,,,,,,,,,,
FN.MSF.00.00 | 2025-09-05T20:52:31.822901Z - 2025-09-05T20:53:31.822901Z,,,,,,,,,,
FN.OLKF.00.00 | 2025-06-21T13:50:17.465128Z - 2025-06-21T13:51:17.465128Z,,,,,,,,,,
HE.HEL2.00.00 | 2025-09-11T18:50:05.533902Z - 2025-09-11T18:51:05.533902Z,,,,,,,,,,
HE.NIF.00.00 | 2025-07-22T15:35:59.570336Z - 2025-07-22T15:36:59.570336Z,,,,,,,,,,
HE.HEF.00.00 | 2025-03-28T08:23:22.935382Z - 2025-03-28T08:24:22.935382Z,,,,,,,,,,
HE.HEL1.00.00 | 2025-09-25T10:56:49.741342Z - 2025-09-25T10:57:49.741342Z,,,,,,,,,,
HE.KIF.00.00 | 2025-03-04T13:30:23.462054Z - 2025-03-04T13:31:23.462054Z,,,,,,,,,,
HE.KU2.00.00 | 2025-04-07T02:59:51.393195Z - 2025-04-07T03:00:51.393195Z,,,,,,,,,,
FN.RAJF.00.00 | 2025-11-20T19:40:45.153525Z - 2025-11-20T19:41:45.153525Z,,,,,,,,,,
HE.VJF.00.00 | 2025-07-27T06:56:30.843924Z - 2025-07-27T06:57:30.843924Z,,,,,,,,,,
HE.RSUO.00.00 | 2025-07-22T20:39:31.015736Z - 2025-07-22T20:40:31.015736Z,,,,,,,,,,
HE.KY17.00.00 | 2025-06-01T19:00:54.117580Z - 2025-06-01T19:01:54.117580Z,,,,,,,,,,
FN.OLKF.00.00 | 2025-01-09T00:28:30.110026Z - 2025-01-09T00:29:30.110026Z,,,,,,,,,,
HE.FIA1.00.00 | 2025-03-11T12:29:10.962779Z - 2025-03-11T12:30:10.962779Z,,,,,,,,,,
HE.MEF.00.00 | 2025-04-02T16:48:53.805107Z - 2025-04-02T16:49:53.805107Z,,,,,,,,,,
HE.ECKF.00.00 | 2025-03-25T05:06:47.208497Z - 2025-03-25T05:07:47.208497Z,,,,,,,,,,
HE.VRF.00.00 | 2025-05-06T21:01:37.997433Z - 2025-05-06T21:02:37.997433Z,,,,,,,,,,
HE.KY02.00.00 | 2025-03-17T21:04:17.353160Z - 2025-03-17T21:05:17.353160Z,,,,,,,,,,
HE.FIC2.00.00 | 2025-01-27T14:47:24.720435Z - 2025-01-27T14:48:24.720435Z,,,,,,,,,,
FN.OLKF.00.00 | 2025-01-18T13:33:03.817140Z - 2025-01-18T13:34:03.817140Z,,,,,,,,,,
HE.OBF8.00.00 | 2025-10-28T18:17:00.871257Z - 2025-10-28T18:18:00.871257Z,,,,,,,,,,
HE.FIB5.00.00 | 2025-02-07T00:24:26.317817Z - 2025-02-07T00:25:26.317817Z,,,,,,,,,,
HE.RUF.00.00 | 2025-06-07T01:14:00.037172Z - 2025-06-07T01:15:00.037172Z,,,,,,,,,,
HE.RAF.00.00 | 2025-07-12T19:55:38.735521Z - 2025-07-12T19:56:38.735521Z,,,,,,,,,,
HE.KIF.00.00 | 2025-12-13T22:10:12.309370Z - 2025-12-13T22:11:12.309370Z,,,,,,,,,,
HE.ALAJF.00.00 | 2025-07-01T01:12:06.407266Z - 2025-07-01T01:13:06.407266Z,,,,,,,,,,
HE.KUNI.00.00 | 2025-11-30T23:47:49.405549Z - 2025-11-30T23:48:49.405549Z,,,,,,,,,,
HE.VRF.00.00 | 2025-10-22T15:08:46.075745Z - 2025-10-22T15:09:46.075745Z,,,,,,,,,,
HE.MEF.00.00 | 2025-02-20T03:55:05.760410Z - 2025-02-20T03:56:05.760410Z,,,,,,,,,,
HE.FIB3.00.00 | 2025-06-27T16:29:04.307241Z - 2025-06-27T16:30:04.307241Z,,,,,,,,,,
HE.KORF.00.00 | 2025-08-29T19:07:57.009672Z - 2025-08-29T19:08:57.009672Z,,,,,,,,,,
HE.OBF0.00.00 | 2025-08-05T18:07:25.181767Z - 2025-08-05T18:08:25.181767Z,,,,,,,,,,
HE.KEF.00.00 | 2025-09-10T16:21:43.130895Z - 2025-09-10T16:22:43.130895Z,,,,,,,,,,
HE.HEL1.00.00 | 2025-09-04T21:07:45.875132Z - 2025-09-04T21:08:45.875132Z,,,,,,,,,,
HE.HEL5.00.00 | 2025-12-26T03:23:35.046142Z - 2025-12-26T03:24:35.046142Z,,,,,,,,,,
HE.KU1.00.00 | 2025-10-09T15:43:01.953843Z - 2025-10-09T15:44:01.953843Z,,,,,,,,,,
HE.FIC2.00.00 | 2025-09-19T06:13:04.780318Z - 2025-09-19T06:14:04.780318Z,,,,,,,,,,
HE.RUF.00.00 | 2025-02-10T16:22:54.885137Z - 2025-02-10T16:23:54.885137Z,,,,,,,,,,
HE.FIA1.00.00 | 2025-04-30T15:16:00.693898Z - 2025-04-30T15:17:00.693898Z,,,,,,,,,,
HE.OBF0.00.00 | 2025-12-13T13:08:06.951906Z - 2025-12-13T13:09:06.951906Z,,,,,,,,,,
HE.FIA3.00.00 | 2025-07-21T18:13:50.215860Z - 2025-07-21T18:14:50.215860Z,,,,,,,,,,
HE.FIC3.00.00 | 2025-07-19T05:27:28.632805Z - 2025-07-19T05:28:28.632805Z,,,,,,,,,,
HE.SUF.00.00 | 2025-08-16T06:57:56.137382Z - 2025-08-16T06:58:56.137382Z,,,,,,,,,,
HE.FIB1.00.00 | 2025-07-16T13:21:53.914114Z - 2025-07-16T13:22:53.914114Z,,,,,,,,,,
HE.PVF.00.00 | 2025-10-28T12:24:50.977659Z - 2025-10-28T12:25:50.977659Z,,,,,,,,,,
HE.RMF.00.00 | 2025-09-09T11:33:48.337039Z - 2025-09-09T11:34:48.337039Z,,,,,,,,,,
HE.OBF8.00.00 | 2025-06-03T08:37:47.919922Z - 2025-06-03T08:38:47.919922Z,,,,,,,,,,
HE.TOF.00.00 | 2025-09-16T01:32:01.195265Z - 2025-09-16T01:33:01.195265Z,,,,,,,,,,
HE.HEL5.00.00 | 2025-11-26T02:11:43.922220Z - 2025-11-26T02:12:43.922220Z,,,,,,,,,,
HE.KU6.00.00 | 2025-10-14T09:39:35.520001Z - 2025-10-14T09:40:35.520001Z,,,,,,,,,,
HE.MEF.00.00 | 2025-08-15T18:56:49.565819Z - 2025-08-15T18:57:49.565819Z,,,,,,,,,,
HE.ALAJF.00.00 | 2025-10-12T22:29:12.822616Z - 2025-10-12T22:30:12.822616Z,,,,,,,,,,
HE.HEL5.00.00 | 2025-03-03T09:01:06.917935Z - 2025-03-03T09:02:06.917935Z,,,,,,,,,,
HE.FIB4.00.00 | 2025-07-31T21:13:22.959034Z - 2025-07-31T21:14:22.959034Z,,,,,,,,,,
HE.FIC4.00.00 | 2025-07-15T07:49:43.905831Z - 2025-07-15T07:50:43.905831Z,,,,,,,,,,
HE.VJF.00.00 | 2025-03-17T07:32:27.839371Z - 2025-03-17T07:33:27.839371Z,,,,,,,,,,
HE.JOF.00.00 | 2025-02-24T11:18:02.591389Z - 2025-02-24T11:19:02.591389Z,,,,,,,,,,
HE.RMF.00.00 | 2025-12-25T02:47:36.497521Z - 2025-12-25T02:48:36.497521Z,,,,,,,,,,
HE.FIB1.00.00 | 2025-11-02T00:18:42.669910Z - 2025-11-02T00:19:42.669910Z,,,,,,,,,,
HE.HEF.00.00 | 2025-06-07T09:50:30.843785Z - 2025-06-07T09:51:30.843785Z,,,,,,,,,,
HE.KJNF.00.00 | 2025-02-12T19:58:30.672770Z - 2025-02-12T19:59:30.672770Z,,,,,,,,,,
HE.ECKF.00.00 | 2025-08-09T06:59:52.325885Z - 2025-08-09T07:00:52.325885Z,,,,,,,,,,
HE.KPF.00.00 | 2025-03-12T17:40:16.575767Z - 2025-03-12T17:41:16.575767Z,,,,,,,,,,
HE.HEL2.00.00 | 2025-11-06T11:13:14.495332Z - 2025-11-06T11:14:14.495332Z,,,,,,,,,,
HE.FIB2.00.00 | 2025-11-08T22:21:10.556497Z - 2025-11-08T22:22:10.556497Z,,,,,,,,,,
HE.LOVF.00.00 | 2025-11-07T17:27:20.338290Z - 2025-11-07T17:28:20.338290Z,,,,,,,,,,
HE.RUF.00.00 | 2025-05-03T09:10:58.642879Z - 2025-05-03T09:11:58.642879Z,,,,,,,,,,
FN.RAJF.00.00 | 2025-02-13T16:19:27.875012Z - 2025-02-13T16:20:27.875012Z,,,,,,,,,,
HE.KU1.00.00 | 2025-07-06T08:21:23.513825Z - 2025-07-06T08:22:23.513825Z,,,,,,,,,,
HE.JOF.00.00 | 2025-09-11T04:50:15.724052Z - 2025-09-11T04:51:15.724052Z,,,,,,,,,,
HE.KY02.00.00 | 2025-03-27T03:58:37.349330Z - 2025-03-27T03:59:37.349330Z,,,,,,,,,,
FN.SGF.00.00 | 2025-11-07T03:33:17.971430Z - 2025-11-07T03:34:17.971430Z,,,,,,,,,,
HE.PVF.00.00 | 2025-01-31T05:39:53.208259Z - 2025-01-31T05:40:53.208259Z,,,,,,,,,,
HE.OBF3.00.00 | 2025-07-01T14:03:10.157770Z - 2025-07-01T14:04:10.157770Z,,,,,,,,,,
FN.OLKF.00.00 | 2025-10-23T03:06:44.328023Z - 2025-10-23T03:07:44.328023Z,,,,,,,,,,
HE.FIB2.00.00 | 2025-01-06T01:46:14.167970Z - 2025-01-06T01:47:14.167970Z,,,,,,,,,,
HE.RAF.00.00 | 2025-05-12T13:31:35.514478Z - 2025-05-12T13:32:35.514478Z,,,,,,,,,,
HE.VAF.00.00 | 2025-07-30T05:47:33.536436Z - 2025-07-30T05:48:33.536436Z,,,,,,,,,,
HE.FIC6.00.00 | 2025-02-12T05:46:44.700012Z - 2025-02-12T05:47:44.700012Z,,,,,,,,,,
HE.RSUO.00.00 | 2025-08-25T13:36:45.999164Z - 2025-08-25T13:37:45.999164Z,,,,,,,,,,
HE.OBF0.00.00 | 2025-03-12T16:54:25.487030Z - 2025-03-12T16:55:25.487030Z,,,,,,,,,,
HE.MEF.00.00 | 2025-12-05T15:18:33.634748Z - 2025-12-05T15:19:33.634748Z,,,,,,,,,,
HE.FIB3.00.00 | 2025-11-04T21:49:13.638957Z - 2025-11-04T21:50:13.638957Z,,,,,,,,,,
FN.OLKF.00.00 | 2025-08-21T14:00:25.043259Z - 2025-08-21T14:01:25.043259Z,,,,,,,,,,
HE.KJNF.00.00 | 2025-09-29T14:31:14.249307Z - 2025-09-29T14:32:14.249307Z,,,,,,,,,,
FN.OLKF.00.00 | 2025-07-12T00:06:16.200594Z - 2025-07-12T00:07:16.200594Z,,,,,,,,,,
HE.KY02.00.00 | 2025-03-17T17:50:45.580604Z - 2025-03-17T17:51:45.580604Z,,,,,,,,,,
HE.KY17.00.00 | 2025-02-22T08:43:53.418767Z - 2025-02-22T08:44:53.418767Z,,,,,,,,,,
HE.FIC1.00.00 | 2025-09-10T08:25:38.293516Z - 2025-09-10T08:26:38.293516Z,,,,,,,,,,
HE.RUF.00.00 | 2025-06-23T15:26:16.260393Z - 2025-06-23T15:27:16.260393Z,,,,,,,,,,
HE.HEL1.00.00 | 2025-03-16T12:07:56.139969Z - 2025-03-16T12:08:56.139969Z,,,,,,,,,,
HE.FIC2.00.00 | 2025-09-29T23:08:56.532476Z - 2025-09-29T23:09:56.532476Z,,,,,,,,,,
HE.TRE03.00.00 | 2025-06-16T05:41:55.818005Z - 2025-06-16T05:42:55.818005Z,,,,,,,,,,
HE.RAF.00.00 | 2025-03-11T05:10:47.478335Z - 2025-03-11T05:11:47.478335Z,,,,,,,,,,
HE.LAUT.00.00 | 2025-12-29T21:11:17.572893Z - 2025-12-29T21:12:17.572893Z,,,,,,,,,,
FN.RANF.00.00 | 2025-05-19T23:42:32.391763Z - 2025-05-19T23:43:32.391763Z,,,,,,,,,,
HE.KEV.00.00 | 2025-09-23T19:23:42.055202Z - 2025-09-23T19:24:42.055202Z,,,,,,,,,,
HE.NUR.00.00 | 2025-02-05T04:44:46.624162Z - 2025-02-05T04:45:46.624162Z,,,,,,,,,,
