file_name,network,station,instrument_type,station_lat,station_lon,station_elv,p_arrival_time,p_probability,s_arrival_time,s_probability
FN.KLF.00.BHZ | 2025-01-01T09:22:02.766970Z - 2025-01-01T09:23:02.766970Z,,,,,,,2025-01-01T09:22:07.766970Z,,2025-01-01T09:22:17.997750Z,
FN.RNF.00.BHZ | 2025-04-27T05:36:10.058360Z - 2025-04-27T05:37:10.058360Z,,,,,,,2025-04-27T05:36:15.058360Z,,2025-04-27T05:36:37.115230Z,
FN.SGF.00.BHZ | 2025-04-27T05:36:07.702860Z - 2025-04-27T05:37:07.702860Z,,,,,,,2025-04-27T05:36:12.702860Z,,2025-04-27T05:36:32.591160Z,
HE.HEF.00.BHZ | 2025-04-27T05:35:55.681410Z - 2025-04-27T05:36:55.681410Z,,,,,,,2025-04-27T05:36:00.681410Z,,2025-04-27T05:36:12.255500Z,
HE.KIF.00.BHZ | 2025-04-27T05:36:06.769820Z - 2025-04-27T05:37:06.769820Z,,,,,,,2025-04-27T05:36:11.769820Z,,2025-04-27T05:36:31.308030Z,
FN.KLF.00.BHZ | 2025-04-27T07:10:35.602040Z - 2025-04-27T07:11:35.602040Z,,,,,,,2025-04-27T07:10:40.602040Z,,2025-04-27T07:10:49.496520Z,
FN.RNF.00.BHZ | 2025-04-27T07:11:14.802250Z - 2025-04-27T07:12:14.802250Z,,,,,,,,,2025-04-27T07:11:19.802250Z,
FN.SGF.00.BHZ | 2025-04-27T07:11:09.944880Z - 2025-04-27T07:12:09.944880Z,,,,,,,,,2025-04-27T07:11:14.944880Z,
HE.HEF.00.BHZ | 2025-04-27T07:10:50.319850Z - 2025-04-27T07:11:50.319850Z,,,,,,,,,2025-04-27T07:10:55.319850Z,
HE.KIF.00.BHZ | 2025-04-27T07:11:09.375850Z - 2025-04-27T07:12:09.375850Z,,,,,,,,,2025-04-27T07:11:14.375850Z,
HE.FIA0.00.?HZ | 2025-04-22T03:48:36.708290Z - 2025-04-22T03:49:36.708290Z,,,,,,,2025-04-22T03:48:41.708290Z,,2025-04-22T03:48:49.389840Z,
HE.FIA1.00.?HZ | 2025-04-22T03:48:36.602630Z - 2025-04-22T03:49:36.602630Z,,,,,,,2025-04-22T03:48:41.602630Z,,2025-04-22T03:48:49.367630Z,
HE.KY02.00.CZ | 2025-04-22T03:48:27.220320Z - 2025-04-22T03:49:27.220320Z,,,,,,,2025-04-22T03:48:32.220320Z,,2025-04-22T03:48:33.738000Z,
HE.KY17.00.CZ | 2025-04-22T03:48:29.303410Z - 2025-04-22T03:49:29.303410Z,,,,,,,2025-04-22T03:48:34.303410Z,,2025-04-22T03:48:36.964630Z,
HE.PVF.00.CZ | 2025-04-22T03:48:34.994160Z - 2025-04-22T03:49:34.994160Z,,,,,,,2025-04-22T03:48:39.994160Z,,2025-04-22T03:48:46.520530Z,
HE.VJF.00.?HZ | 2025-04-22T03:48:35.564320Z - 2025-04-22T03:49:35.564320Z,,,,,,,2025-04-22T03:48:40.564320Z,,2025-04-22T03:48:47.731780Z,
HE.FIA0.00.?HZ | 2025-04-22T03:48:50.911760Z - 2025-04-22T03:49:50.911760Z,,,,,,,,,2025-04-22T03:48:55.911760Z,
HE.FIA1.00.?HZ | 2025-04-22T03:48:50.856340Z - 2025-04-22T03:49:50.856340Z,,,,,,,,,2025-04-22T03:48:55.856340Z,
HE.KY02.00.CZ | 2025-04-22T03:48:33.960730Z - 2025-04-22T03:49:33.960730Z,,,,,,,2025-04-22T03:48:38.960730Z,,2025-04-22T03:48:39.977210Z,
HE.KY17.00.CZ | 2025-04-22T03:48:36.141020Z - 2025-04-22T03:49:36.141020Z,,,,,,,2025-04-22T03:48:41.141020Z,,2025-04-22T03:48:43.565040Z,
HE.PVF.00.CZ | 2025-04-22T03:48:49.245340Z - 2025-04-22T03:49:49.245340Z,,,,,,,,,2025-04-22T03:48:54.245340Z,
HE.VJF.00.?HZ | 2025-04-22T03:48:50.626900Z - 2025-04-22T03:49:50.626900Z,,,,,,,,,2025-04-22T03:48:55.626900Z,
HE.ECKF.00.CZ | 2025-04-27T17:07:49.500000Z - 2025-04-27T17:08:49.500000Z,,,,,,,,,2025-04-27T17:07:54.500000Z,
HE.KPF.00.BHZ | 2025-04-27T17:08:12.360000Z - 2025-04-27T17:09:12.360000Z,,,,,,,,,2025-04-27T17:08:17.360000Z,
HE.RAF.00.BHZ | 2025-04-27T17:08:09.370000Z - 2025-04-27T17:09:09.370000Z,,,,,,,,,2025-04-27T17:08:14.370000Z,
UP.AAL.00.BHZ | 2025-04-27T17:07:56.010000Z - 2025-04-27T17:08:56.010000Z,,,,,,,,,2025-04-27T17:08:01.010000Z,
HE.FIA0.00.?HZ | 2025-04-25T21:09:01.521090Z - 2025-04-25T21:10:01.521090Z,,,,,,,2025-04-25T21:09:06.521090Z,,2025-04-25T21:09:14.539270Z,
HE.FIA1.00.?HZ | 2025-04-25T21:09:01.521090Z - 2025-04-25T21:10:01.521090Z,,,,,,,2025-04-25T21:09:06.521090Z,,2025-04-25T21:09:14.539270Z,
HE.KAF.00.?HZ | 2025-04-25T21:09:26.728170Z - 2025-04-25T21:10:26.728170Z,,,,,,,,,2025-04-25T21:09:31.728170Z,
HE.KY02.00.CZ | 2025-04-25T21:08:50.914880Z - 2025-04-25T21:09:50.914880Z,,,,,,,2025-04-25T21:08:55.914880Z,,2025-04-25T21:08:56.667180Z,
HE.KY17.00.CZ | 2025-04-25T21:08:51.426470Z - 2025-04-25T21:09:51.426470Z,,,,,,,2025-04-25T21:08:56.426470Z,,2025-04-25T21:08:57.526280Z,
HE.LOVF.00.CZ | 2025-04-25T21:09:00.949920Z - 2025-04-25T21:10:00.949920Z,,,,,,,2025-04-25T21:09:05.949920Z,,2025-04-25T21:09:13.561230Z,
HE.PVF.00.CZ | 2025-04-25T21:09:01.997070Z - 2025-04-25T21:10:01.997070Z,,,,,,,2025-04-25T21:09:06.997070Z,,2025-04-25T21:09:15.123250Z,
HE.VJF.00.?HZ | 2025-04-25T21:08:59.614510Z - 2025-04-25T21:09:59.614510Z,,,,,,,2025-04-25T21:09:04.614510Z,,2025-04-25T21:09:11.509460Z,
HE.FIA0.00.?HZ | 2025-04-25T21:13:23.661830Z - 2025-04-25T21:14:23.661830Z,,,,,,,2025-04-25T21:13:28.661830Z,,2025-04-25T21:13:36.631170Z,
HE.FIA1.00.?HZ | 2025-04-25T21:13:23.661830Z - 2025-04-25T21:14:23.661830Z,,,,,,,2025-04-25T21:13:28.661830Z,,2025-04-25T21:13:36.631170Z,
HE.KY02.00.CZ | 2025-04-25T21:13:13.064860Z - 2025-04-25T21:14:13.064860Z,,,,,,,2025-04-25T21:13:18.064860Z,,2025-04-25T21:13:18.836570Z,
HE.KY17.00.CZ | 2025-04-25T21:13:13.526350Z - 2025-04-25T21:14:13.526350Z,,,,,,,2025-04-25T21:13:18.526350Z,,2025-04-25T21:13:19.727460Z,
HE.PVF.00.CZ | 2025-04-25T21:13:24.125090Z - 2025-04-25T21:14:24.125090Z,,,,,,,2025-04-25T21:13:29.125090Z,,2025-04-25T21:13:37.555840Z,
HE.VJF.00.?HZ | 2025-04-25T21:13:28.620300Z - 2025-04-25T21:14:28.620300Z,,,,,,,,,2025-04-25T21:13:33.620300Z,
HE.KY02.00.CZ | 2025-04-25T21:22:05.154930Z - 2025-04-25T21:23:05.154930Z,,,,,,,2025-04-25T21:22:10.154930Z,,2025-04-25T21:22:10.909830Z,
HE.KY17.00.CZ | 2025-04-25T21:22:05.604390Z - 2025-04-25T21:23:05.604390Z,,,,,,,2025-04-25T21:22:10.604390Z,,2025-04-25T21:22:11.742030Z,
HE.VJF.00.?HZ | 2025-04-25T21:22:20.672810Z - 2025-04-25T21:23:20.672810Z,,,,,,,,,2025-04-25T21:22:25.672810Z,
HE.FIA0.00.?HZ | 2025-04-25T23:50:34.786910Z - 2025-04-25T23:51:34.786910Z,,,,,,,2025-04-25T23:50:39.786910Z,,2025-04-25T23:50:48.038570Z,
HE.FIA1.00.?HZ | 2025-04-25T23:50:34.786910Z - 2025-04-25T23:51:34.786910Z,,,,,,,2025-04-25T23:50:39.786910Z,,2025-04-25T23:50:48.038570Z,
HE.KY02.00.CZ | 2025-04-25T23:50:24.303170Z - 2025-04-25T23:51:24.303170Z,,,,,,,2025-04-25T23:50:29.303170Z,,2025-04-25T23:50:30.054120Z,
HE.KY17.00.CZ | 2025-04-25T23:50:24.802420Z - 2025-04-25T23:51:24.802420Z,,,,,,,2025-04-25T23:50:29.802420Z,,2025-04-25T23:50:30.934380Z,
HE.PVF.00.CZ | 2025-04-25T23:50:35.096600Z - 2025-04-25T23:51:35.096600Z,,,,,,,2025-04-25T23:50:40.096600Z,,2025-04-25T23:50:48.128300Z,
FN.KLF.00.BHZ | 2025-04-26T20:38:24.575730Z - 2025-04-26T20:39:24.575730Z,,,,,,,,,2025-04-26T20:38:29.575730Z,
FN.KMNF.00.?HZ | 2025-04-26T20:37:31.610000Z - 2025-04-26T20:38:31.610000Z,,,,,,,2025-04-26T20:37:36.610000Z,,2025-04-26T20:37:51.166390Z,
FN.RAJF.00.?HZ | 2025-04-26T20:38:08.773030Z - 2025-04-26T20:39:08.773030Z,,,,,,,,,2025-04-26T20:38:13.773030Z,
HE.HEF.00.BHZ | 2025-04-26T20:37:34.150000Z - 2025-04-26T20:38:34.150000Z,,,,,,,2025-04-26T20:37:39.150000Z,,2025-04-26T20:37:55.930000Z,
HE.KEV.00.?HZ | 2025-04-26T20:37:29.030000Z - 2025-04-26T20:38:29.030000Z,,,,,,,2025-04-26T20:37:34.030000Z,,2025-04-26T20:37:46.548510Z,
HE.KIF.00.BHZ | 2025-04-26T20:37:52.311880Z - 2025-04-26T20:38:52.311880Z,,,,,,,,,2025-04-26T20:37:57.311880Z,
HE.ALAJF.00.?HZ | 2025-04-25T21:48:36.651010Z - 2025-04-25T21:49:36.651010Z,,,,,,,,,2025-04-25T21:48:41.651010Z,
HE.FIA0.00.?HZ | 2025-04-25T21:47:30.101430Z - 2025-04-25T21:48:30.101430Z,,,,,,,2025-04-25T21:47:35.101430Z,,2025-04-25T21:47:42.996900Z,
HE.FIA1.00.?HZ | 2025-04-25T21:47:30.142890Z - 2025-04-25T21:48:30.142890Z,,,,,,,2025-04-25T21:47:35.142890Z,,2025-04-25T21:47:43.013450Z,
HE.KAF.00.?HZ | 2025-04-25T21:47:41.270180Z - 2025-04-25T21:48:41.270180Z,,,,,,,2025-04-25T21:47:46.270180Z,,2025-04-25T21:48:02.707900Z,
HE.KEF.00.?HZ | 2025-04-25T21:47:46.845850Z - 2025-04-25T21:48:46.845850Z,,,,,,,2025-04-25T21:47:51.845850Z,,2025-04-25T21:48:11.867110Z,
HE.KPF.00.BHZ | 2025-04-25T21:48:01.269050Z - 2025-04-25T21:49:01.269050Z,,,,,,,2025-04-25T21:48:06.269050Z,,2025-04-25T21:48:37.032390Z,
HE.KUNI.00.BHZ | 2025-04-25T21:47:38.264850Z - 2025-04-25T21:48:38.264850Z,,,,,,,2025-04-25T21:47:43.264850Z,,,
HE.KY02.00.CZ | 2025-04-25T21:47:20.856940Z - 2025-04-25T21:48:20.856940Z,,,,,,,2025-04-25T21:47:25.856940Z,,2025-04-25T21:47:27.243500Z,
HE.KY17.00.CZ | 2025-04-25T21:47:22.973910Z - 2025-04-25T21:48:22.973910Z,,,,,,,2025-04-25T21:47:27.973910Z,,2025-04-25T21:47:30.879960Z,
HE.LOVF.00.CZ | 2025-04-25T21:47:28.073150Z - 2025-04-25T21:48:28.073150Z,,,,,,,2025-04-25T21:47:33.073150Z,,2025-04-25T21:47:39.476360Z,
HE.MEF.00.BHZ | 2025-04-25T21:47:42.581060Z - 2025-04-25T21:48:42.581060Z,,,,,,,2025-04-25T21:47:47.581060Z,,2025-04-25T21:48:04.379000Z,
HE.NIF.00.BHZ | 2025-04-25T21:48:37.228340Z - 2025-04-25T21:49:37.228340Z,,,,,,,,,2025-04-25T21:48:42.228340Z,
HE.PVF.00.CZ | 2025-04-25T21:47:28.417420Z - 2025-04-25T21:48:28.417420Z,,,,,,,2025-04-25T21:47:33.417420Z,,2025-04-25T21:47:40.247360Z,
HE.RAF.00.BHZ | 2025-04-25T21:48:00.672450Z - 2025-04-25T21:49:00.672450Z,,,,,,,2025-04-25T21:48:05.672450Z,,2025-04-25T21:48:36.736600Z,
HE.RUF.00.BHZ | 2025-04-25T21:47:41.104270Z - 2025-04-25T21:48:41.104270Z,,,,,,,2025-04-25T21:47:46.104270Z,,2025-04-25T21:48:03.000550Z,
HE.SUF.00.BHZ | 2025-04-25T21:47:52.270600Z - 2025-04-25T21:48:52.270600Z,,,,,,,2025-04-25T21:47:57.270600Z,,2025-04-25T21:48:20.591460Z,
HE.TRE03.00.CZ | 2025-04-25T21:47:44.147610Z - 2025-04-25T21:48:44.147610Z,,,,,,,2025-04-25T21:47:49.147610Z,,2025-04-25T21:48:06.916230Z,
HE.TVF.00.BHZ | 2025-04-25T21:47:54.938770Z - 2025-04-25T21:48:54.938770Z,,,,,,,2025-04-25T21:47:59.938770Z,,2025-04-25T21:48:25.240250Z,
HE.VJF.00.?HZ | 2025-04-25T21:47:29.717510Z - 2025-04-25T21:48:29.717510Z,,,,,,,2025-04-25T21:47:34.717510Z,,2025-04-25T21:47:42.810860Z,
HE.VUOS.00.BHZ | 2025-04-25T21:47:37.714530Z - 2025-04-25T21:48:37.714530Z,,,,,,,2025-04-25T21:47:42.714530Z,,2025-04-25T21:47:55.841890Z,
HE.FIA0.00.?HZ | 2025-04-30T12:04:30.317940Z - 2025-04-30T12:05:30.317940Z,,,,,,,2025-04-30T12:04:35.317940Z,,2025-04-30T12:04:51.681370Z,
HE.FIA1.00.?HZ | 2025-04-30T12:04:30.317940Z - 2025-04-30T12:05:30.317940Z,,,,,,,2025-04-30T12:04:35.317940Z,,2025-04-30T12:04:51.676000Z,
HE.HEL1.00.BHZ | 2025-04-30T12:04:48.857570Z - 2025-04-30T12:05:48.857570Z,,,,,,,,,2025-04-30T12:04:53.857570Z,
HE.HEL5.00.BHZ | 2025-04-30T12:04:33.433900Z - 2025-04-30T12:05:33.433900Z,,,,,,,2025-04-30T12:04:38.433900Z,,2025-04-30T12:04:56.330030Z,
HE.KAF.00.?HZ | 2025-04-30T12:04:39.964760Z - 2025-04-30T12:05:39.964760Z,,,,,,,2025-04-30T12:04:44.964760Z,,2025-04-30T12:05:08.280260Z,
HE.KEF.00.?HZ | 2025-04-30T12:04:46.306920Z - 2025-04-30T12:05:46.306920Z,,,,,,,2025-04-30T12:04:51.306920Z,,2025-04-30T12:05:18.891240Z,
HE.KUNI.00.BHZ | 2025-04-30T12:04:31.390850Z - 2025-04-30T12:05:31.390850Z,,,,,,,2025-04-30T12:04:36.390850Z,,2025-04-30T12:04:52.930400Z,
HE.KY02.00.CZ | 2025-04-30T12:04:19.997500Z - 2025-04-30T12:05:19.997500Z,,,,,,,2025-04-30T12:04:24.997500Z,,2025-04-30T12:04:33.356740Z,
HE.KY17.00.CZ | 2025-04-30T12:04:18.622520Z - 2025-04-30T12:05:18.622520Z,,,,,,,2025-04-30T12:04:23.622520Z,,2025-04-30T12:04:30.884280Z,
HE.LAUT.00.BHZ | 2025-04-30T12:04:32.432020Z - 2025-04-30T12:05:32.432020Z,,,,,,,2025-04-30T12:04:37.432020Z,,2025-04-30T12:04:54.269650Z,
HE.LOVF.00.CZ | 2025-04-30T12:04:19.149350Z - 2025-04-30T12:05:19.149350Z,,,,,,,2025-04-30T12:04:24.149350Z,,2025-04-30T12:04:31.605410Z,
HE.MEF.00.BHZ | 2025-04-30T12:04:36.392240Z - 2025-04-30T12:05:36.392240Z,,,,,,,2025-04-30T12:04:41.392240Z,,2025-04-30T12:05:01.068920Z,
HE.NUR.00.SHZ | 2025-04-30T12:04:33.514210Z - 2025-04-30T12:05:33.514210Z,,,,,,,2025-04-30T12:04:38.514210Z,,2025-04-30T12:04:56.536070Z,
HE.PVF.00.CZ | 2025-04-30T12:04:22.930560Z - 2025-04-30T12:05:22.930560Z,,,,,,,2025-04-30T12:04:27.930560Z,,2025-04-30T12:04:38.301660Z,
HE.RSUO.00.BHZ | 2025-04-30T12:04:48.033420Z - 2025-04-30T12:05:48.033420Z,,,,,,,,,2025-04-30T12:04:53.033420Z,
HE.RUF.00.BHZ | 2025-04-30T12:04:30.694240Z - 2025-04-30T12:05:30.694240Z,,,,,,,2025-04-30T12:04:35.694240Z,,2025-04-30T12:04:52.312280Z,
HE.SUF.00.BHZ | 2025-04-30T12:04:50.126200Z - 2025-04-30T12:05:50.126200Z,,,,,,,2025-04-30T12:04:55.126200Z,,2025-04-30T12:05:25.896550Z,
HE.TRE03.00.CZ | 2025-04-30T12:04:43.734690Z - 2025-04-30T12:05:43.734690Z,,,,,,,2025-04-30T12:04:48.734690Z,,2025-04-30T12:05:14.770470Z,
HE.TVF.00.BHZ | 2025-04-30T12:04:45.973030Z - 2025-04-30T12:05:45.973030Z,,,,,,,2025-04-30T12:04:50.973030Z,,2025-04-30T12:05:19.097280Z,
HE.VJF.00.?HZ | 2025-04-30T12:04:10.950110Z - 2025-04-30T12:05:10.950110Z,,,,,,,2025-04-30T12:04:15.950110Z,,2025-04-30T12:04:17.539240Z,
HE.VUOS.00.BHZ | 2025-04-30T12:04:29.669420Z - 2025-04-30T12:05:29.669420Z,,,,,,,2025-04-30T12:04:34.669420Z,,2025-04-30T12:04:50.045860Z,
HE.FIA0.00.?HZ | 2025-04-30T21:39:07.057570Z - 2025-04-30T21:40:07.057570Z,,,,,,,2025-04-30T21:39:12.057570Z,,2025-04-30T21:39:28.121780Z,
HE.FIA1.00.?HZ | 2025-04-30T21:39:07.057570Z - 2025-04-30T21:40:07.057570Z,,,,,,,2025-04-30T21:39:12.057570Z,,2025-04-30T21:39:28.121780Z,
HE.HEL1.00.BHZ | 2025-04-30T21:39:08.696130Z - 2025-04-30T21:40:08.696130Z,,,,,,,2025-04-30T21:39:13.696130Z,,2025-04-30T21:39:30.498530Z,
HE.KAF.00.?HZ | 2025-04-30T21:39:16.615830Z - 2025-04-30T21:40:16.615830Z,,,,,,,2025-04-30T21:39:21.615830Z,,2025-04-30T21:39:44.737710Z,
HE.KEF.00.?HZ | 2025-04-30T21:39:22.770290Z - 2025-04-30T21:40:22.770290Z,,,,,,,2025-04-30T21:39:27.770290Z,,2025-04-30T21:39:56.776670Z,
HE.KUNI.00.BHZ | 2025-04-30T21:39:08.058910Z - 2025-04-30T21:40:08.058910Z,,,,,,,2025-04-30T21:39:13.058910Z,,2025-04-30T21:39:29.535530Z,
HE.KY02.00.CZ | 2025-04-30T21:38:56.745070Z - 2025-04-30T21:39:56.745070Z,,,,,,,2025-04-30T21:39:01.745070Z,,2025-04-30T21:39:10.146630Z,
HE.KY17.00.CZ | 2025-04-30T21:38:55.321790Z - 2025-04-30T21:39:55.321790Z,,,,,,,2025-04-30T21:39:00.321790Z,,2025-04-30T21:39:07.772770Z,
HE.LAUT.00.BHZ | 2025-04-30T21:39:09.151280Z - 2025-04-30T21:40:09.151280Z,,,,,,,2025-04-30T21:39:14.151280Z,,2025-04-30T21:39:30.892610Z,
HE.LOVF.00.CZ | 2025-04-30T21:38:55.825230Z - 2025-04-30T21:39:55.825230Z,,,,,,,2025-04-30T21:39:00.825230Z,,2025-04-30T21:39:08.410460Z,
HE.MEF.00.BHZ | 2025-04-30T21:39:12.701490Z - 2025-04-30T21:40:12.701490Z,,,,,,,2025-04-30T21:39:17.701490Z,,2025-04-30T21:39:37.723490Z,
HE.NUR.00.SHZ | 2025-04-30T21:39:09.970560Z - 2025-04-30T21:40:09.970560Z,,,,,,,2025-04-30T21:39:14.970560Z,,2025-04-30T21:39:33.388510Z,
HE.PVF.00.CZ | 2025-04-30T21:38:59.569730Z - 2025-04-30T21:39:59.569730Z,,,,,,,2025-04-30T21:39:04.569730Z,,2025-04-30T21:39:14.999250Z,
HE.RUF.00.BHE | 2025-04-30T21:39:07.499520Z - 2025-04-30T21:40:07.499520Z,,,,,,,2025-04-30T21:39:12.499520Z,,,
HE.RUF.00.BHN | 2025-04-30T21:39:07.499520Z - 2025-04-30T21:40:07.499520Z,,,,,,,,,2025-04-30T21:39:28.716250Z,
HE.SUF.00.BHZ | 2025-04-30T21:39:57.345900Z - 2025-04-30T21:40:57.345900Z,,,,,,,,,2025-04-30T21:40:02.345900Z,
HE.TRE03.00.CZ | 2025-04-30T21:39:19.899340Z - 2025-04-30T21:40:19.899340Z,,,,,,,2025-04-30T21:39:24.899340Z,,2025-04-30T21:39:50.654730Z,
HE.TVF.00.BHZ | 2025-04-30T21:39:51.312570Z - 2025-04-30T21:40:51.312570Z,,,,,,,,,2025-04-30T21:39:56.312570Z,
HE.VJF.00.?HN | 2025-04-30T21:38:47.695450Z - 2025-04-30T21:39:47.695450Z,,,,,,,2025-04-30T21:38:52.695450Z,,2025-04-30T21:38:54.360400Z,
HE.VUOS.00.BHZ | 2025-04-30T21:39:06.543050Z - 2025-04-30T21:40:06.543050Z,,,,,,,2025-04-30T21:39:11.543050Z,,2025-04-30T21:39:26.622530Z,
HE.FIA0.00.?HZ | 2025-04-30T16:11:43.157690Z - 2025-04-30T16:12:43.157690Z,,,,,,,2025-04-30T16:11:48.157690Z,,2025-04-30T16:12:04.254900Z,
HE.FIA1.00.?HZ | 2025-04-30T16:11:43.157690Z - 2025-04-30T16:12:43.157690Z,,,,,,,2025-04-30T16:11:48.157690Z,,2025-04-30T16:12:04.254900Z,
HE.KAF.00.?HZ | 2025-04-30T16:12:15.614730Z - 2025-04-30T16:13:15.614730Z,,,,,,,,,2025-04-30T16:12:20.614730Z,
HE.KEF.00.?HZ | 2025-04-30T16:12:27.564470Z - 2025-04-30T16:13:27.564470Z,,,,,,,,,2025-04-30T16:12:32.564470Z,
HE.KY02.00.CZ | 2025-04-30T16:11:32.669160Z - 2025-04-30T16:12:32.669160Z,,,,,,,2025-04-30T16:11:37.669160Z,,2025-04-30T16:11:46.239310Z,
HE.KY17.00.CZ | 2025-04-30T16:11:31.024710Z - 2025-04-30T16:12:31.024710Z,,,,,,,2025-04-30T16:11:36.024710Z,,2025-04-30T16:11:43.509750Z,
HE.LOVF.00.CZ | 2025-04-30T16:11:31.745480Z - 2025-04-30T16:12:31.745480Z,,,,,,,2025-04-30T16:11:36.745480Z,,2025-04-30T16:11:44.073320Z,
HE.MEF.00.BHZ | 2025-04-30T16:11:48.419710Z - 2025-04-30T16:12:48.419710Z,,,,,,,2025-04-30T16:11:53.419710Z,,2025-04-30T16:12:13.384660Z,
HE.PVF.00.CZ | 2025-04-30T16:11:35.469470Z - 2025-04-30T16:12:35.469470Z,,,,,,,2025-04-30T16:11:40.469470Z,,2025-04-30T16:11:50.680390Z,
HE.RUF.00.BHN | 2025-04-30T16:11:59.375030Z - 2025-04-30T16:12:59.375030Z,,,,,,,,,2025-04-30T16:12:04.375030Z,
HE.TRE03.00.CZ | 2025-04-30T16:12:21.199210Z - 2025-04-30T16:13:21.199210Z,,,,,,,,,2025-04-30T16:12:26.199210Z,
HE.TVF.00.BHZ | 2025-04-30T16:12:28.205860Z - 2025-04-30T16:13:28.205860Z,,,,,,,,,2025-04-30T16:12:33.205860Z,
HE.VJF.00.?HZ | 2025-04-30T16:11:23.779230Z - 2025-04-30T16:12:23.779230Z,,,,,,,2025-04-30T16:11:28.779230Z,,2025-04-30T16:11:30.490740Z,
HE.VUOS.00.BHZ | 2025-04-30T16:11:57.452970Z - 2025-04-30T16:12:57.452970Z,,,,,,,,,2025-04-30T16:12:02.452970Z,
FN.KLF.00.BHZ | 2025-05-01T06:33:42.646070Z - 2025-05-01T06:34:42.646070Z,,,,,,,2025-05-01T06:33:47.646070Z,,2025-05-01T06:34:10.594400Z,
FN.RNF.00.BHZ | 2025-05-01T06:34:34.105980Z - 2025-05-01T06:35:34.105980Z,,,,,,,,,2025-05-01T06:34:39.105980Z,
HE.HEF.00.BHZ | 2025-05-01T06:33:41.255260Z - 2025-05-01T06:34:41.255260Z,,,,,,,2025-05-01T06:33:46.255260Z,,2025-05-01T06:34:08.276390Z,
HE.KIF.00.BHZ | 2025-05-01T06:33:36.570070Z - 2025-05-01T06:34:36.570070Z,,,,,,,2025-05-01T06:33:41.570070Z,,2025-05-01T06:33:59.699740Z,
HE.FIA0.00.?HZ | 2025-04-25T18:38:43.036490Z - 2025-04-25T18:39:43.036490Z,,,,,,,2025-04-25T18:38:48.036490Z,,2025-04-25T18:39:04.826820Z,
HE.FIA1.00.?HZ | 2025-04-25T18:38:43.036490Z - 2025-04-25T18:39:43.036490Z,,,,,,,2025-04-25T18:38:48.036490Z,,2025-04-25T18:39:04.826820Z,
HE.HEL1.00.BHZ | 2025-04-25T18:39:16.370000Z - 2025-04-25T18:40:16.370000Z,,,,,,,,,2025-04-25T18:39:21.370000Z,
HE.HEL5.00.BHZ | 2025-04-25T18:38:53.810000Z - 2025-04-25T18:39:53.810000Z,,,,,,,2025-04-25T18:38:58.810000Z,,2025-04-25T18:39:23.510000Z,
HE.KAF.00.?HZ | 2025-04-25T18:38:49.510000Z - 2025-04-25T18:39:49.510000Z,,,,,,,2025-04-25T18:38:54.510000Z,,2025-04-25T18:39:16.290000Z,
HE.KEF.00.?HZ | 2025-04-25T18:38:57.610000Z - 2025-04-25T18:39:57.610000Z,,,,,,,2025-04-25T18:39:02.610000Z,,2025-04-25T18:39:30.840000Z,
HE.KUNI.00.BHZ | 2025-04-25T18:39:14.900000Z - 2025-04-25T18:40:14.900000Z,,,,,,,,,2025-04-25T18:39:19.900000Z,
HE.KY02.00.CZ | 2025-04-25T18:38:33.870000Z - 2025-04-25T18:39:33.870000Z,,,,,,,2025-04-25T18:38:38.870000Z,,2025-04-25T18:38:49.388870Z,
HE.KY17.00.CZ | 2025-04-25T18:38:31.460190Z - 2025-04-25T18:39:31.460190Z,,,,,,,2025-04-25T18:38:36.460190Z,,2025-04-25T18:38:45.431850Z,
HE.LAUT.00.BHZ | 2025-04-25T18:39:16.710000Z - 2025-04-25T18:40:16.710000Z,,,,,,,,,2025-04-25T18:39:21.710000Z,
HE.LOVF.00.CZ | 2025-04-25T18:38:38.970000Z - 2025-04-25T18:39:38.970000Z,,,,,,,2025-04-25T18:38:43.970000Z,,2025-04-25T18:38:58.160000Z,
HE.MEF.00.BHZ | 2025-04-25T18:38:55.060000Z - 2025-04-25T18:39:55.060000Z,,,,,,,2025-04-25T18:39:00.060000Z,,2025-04-25T18:39:26.440000Z,
HE.NUR.00.SHZ | 2025-04-25T18:38:52.480000Z - 2025-04-25T18:39:52.480000Z,,,,,,,2025-04-25T18:38:57.480000Z,,2025-04-25T18:39:21.820000Z,
HE.PVF.00.CZ | 2025-04-25T18:38:42.321280Z - 2025-04-25T18:39:42.321280Z,,,,,,,2025-04-25T18:38:47.321280Z,,2025-04-25T18:39:03.810000Z,
HE.RSUO.00.BHZ | 2025-04-25T18:39:15.580000Z - 2025-04-25T18:40:15.580000Z,,,,,,,,,2025-04-25T18:39:20.580000Z,
HE.RUF.00.BHZ | 2025-04-25T18:38:32.217650Z - 2025-04-25T18:39:32.217650Z,,,,,,,2025-04-25T18:38:37.217650Z,,2025-04-25T18:38:46.111350Z,
HE.TRE03.00.CZ | 2025-04-25T18:38:57.760000Z - 2025-04-25T18:39:57.760000Z,,,,,,,2025-04-25T18:39:02.760000Z,,2025-04-25T18:39:31.850000Z,
HE.VJF.00.?HZ | 2025-04-25T18:38:28.234810Z - 2025-04-25T18:39:28.234810Z,,,,,,,2025-04-25T18:38:33.234810Z,,2025-04-25T18:38:39.316300Z,
HE.VUOS.00.BHZ | 2025-04-25T18:39:12.760000Z - 2025-04-25T18:40:12.760000Z,,,,,,,,,2025-04-25T18:39:17.760000Z,
