file_name,network,station,instrument_type,station_lat,station_lon,station_elv,p_arrival_time,p_probability,s_arrival_time,s_probability
FN.KLF.00.BHZ | 2025-01-05T16:47:43.315583Z - 2025-01-05T16:48:43.315583Z,,,,,,,2025-01-05T16:48:13.800000Z,,2025-01-05T16:48:25.560000Z,
HE.SUF.00.BHZ | 2025-01-20T11:36:47.247592Z - 2025-01-20T11:37:47.247592Z,,,,,,,2025-01-20T11:37:11.380000Z,,2025-01-20T11:37:25.160000Z,
HE.TRE03.00.BHZ | 2025-01-20T11:37:27.923863Z - 2025-01-20T11:38:27.923863Z,,,,,,,2025-01-20T11:37:36.480000Z,,2025-01-20T11:38:06.160000Z,
HE.VAF.00.BHZ | 2025-01-20T11:37:23.361933Z - 2025-01-20T11:38:23.361933Z,,,,,,,2025-01-20T11:37:37.080000Z,,2025-01-20T11:38:07.440000Z,
FN.OLKF.00.BHZ | 2025-01-20T06:59:37.413135Z - 2025-01-20T07:00:37.413135Z,,,,,,,2025-01-20T06:59:56.960000Z,,2025-01-20T07:00:27.200000Z,
FN.RAJF.00.BHZ | 2025-01-20T06:59:41.676276Z - 2025-01-20T07:00:41.676276Z,,,,,,,2025-01-20T06:59:56.960000Z,,2025-01-20T07:00:26.080000Z,
HE.VRF.00.BHZ | 2025-01-20T06:59:23.807516Z - 2025-01-20T07:00:23.807516Z,,,,,,,2025-01-20T06:59:47.240000Z,,2025-01-20T07:00:09.640000Z,
FN.MSF.00.BHZ | 2025-01-20T00:42:49.923441Z - 2025-01-20T00:43:49.923441Z,,,,,,,,,2025-01-20T00:43:19.000000Z,
FN.OLKF.00.BHZ | 2025-01-20T00:42:14.954350Z - 2025-01-20T00:43:14.954350Z,,,,,,,2025-01-20T00:42:39.040000Z,,2025-01-20T00:43:08.600000Z,
FN.RAJF.00.BHZ | 2025-01-20T00:42:23.930482Z - 2025-01-20T00:43:23.930482Z,,,,,,,2025-01-20T00:42:39.280000Z,,2025-01-20T00:43:07.560000Z,
FN.RANF.00.BHZ | 2025-01-20T00:42:49.921229Z - 2025-01-20T00:43:49.921229Z,,,,,,,2025-01-20T00:42:57.440000Z,,2025-01-20T00:43:40.000000Z,
FN.RNF.00.BHZ | 2025-01-20T00:43:11.527612Z - 2025-01-20T00:44:11.527612Z,,,,,,,,,2025-01-20T00:43:40.600000Z,
HE.HEF.00.BHZ | 2025-01-20T00:43:43.983426Z - 2025-01-20T00:44:43.983426Z,,,,,,,,,2025-01-20T00:44:00.800000Z,
HE.KEV.00.BHZ | 2025-01-20T00:42:45.693450Z - 2025-01-20T00:43:45.693450Z,,,,,,,,,2025-01-20T00:43:31.600000Z,
HE.KU6.00.BHZ | 2025-01-20T00:42:17.244694Z - 2025-01-20T00:43:17.244694Z,,,,,,,2025-01-20T00:42:39.760000Z,,2025-01-20T00:43:10.000000Z,
HE.TOF.00.BHZ | 2025-01-20T00:42:21.893127Z - 2025-01-20T00:43:21.893127Z,,,,,,,2025-01-20T00:43:00.520000Z,,,
HE.VRF.00.BHZ | 2025-01-20T00:42:26.350371Z - 2025-01-20T00:43:26.350371Z,,,,,,,,,2025-01-20T00:42:51.520000Z,
FN.KLF.00.BHZ | 2025-01-20T23:05:21.560341Z - 2025-01-20T23:06:21.560341Z,,,,,,,2025-01-20T23:05:50.020000Z,,2025-01-20T23:06:08.360000Z,
FN.RANF.00.BHZ | 2025-01-20T23:05:50.687160Z - 2025-01-20T23:06:50.687160Z,,,,,,,2025-01-20T23:06:15.960000Z,,,
FN.RNF.00.BHZ | 2025-01-20T23:05:50.060291Z - 2025-01-20T23:06:50.060291Z,,,,,,,,,2025-01-20T23:06:34.720000Z,
HE.HEF.00.BHZ | 2025-01-20T23:05:32.555395Z - 2025-01-20T23:06:32.555395Z,,,,,,,2025-01-20T23:05:57.120000Z,,2025-01-20T23:06:20.240000Z,
HE.KIF.00.BHZ | 2025-01-20T23:05:38.182388Z - 2025-01-20T23:06:38.182388Z,,,,,,,2025-01-20T23:05:59.880000Z,,2025-01-20T23:06:25.920000Z,
HE.OBF8.00.BHZ | 2025-01-20T23:06:36.180848Z - 2025-01-20T23:07:36.180848Z,,,,,,,,,2025-01-20T23:06:51.080000Z,
HE.TOF.00.BHZ | 2025-01-20T23:05:50.085988Z - 2025-01-20T23:06:50.085988Z,,,,,,,2025-01-20T23:06:00.080000Z,,2025-01-20T23:06:24.440000Z,
FN.KLF.00.BHZ | 2025-01-20T04:59:33.903796Z - 2025-01-20T05:00:33.903796Z,,,,,,,2025-01-20T04:59:53.240000Z,,2025-01-20T05:00:11.000000Z,
FN.RANF.00.BHZ | 2025-01-20T05:00:14.528361Z - 2025-01-20T05:01:14.528361Z,,,,,,,,,2025-01-20T05:00:53.160000Z,
FN.RNF.00.BHZ | 2025-01-20T04:59:56.721540Z - 2025-01-20T05:00:56.721540Z,,,,,,,2025-01-20T05:00:09.820000Z,,2025-01-20T05:00:38.660000Z,
HE.HEF.00.BHZ | 2025-01-20T04:59:56.993063Z - 2025-01-20T05:00:56.993063Z,,,,,,,,,2025-01-20T05:00:23.380000Z,
HE.TOF.00.BHZ | 2025-01-20T04:59:42.369215Z - 2025-01-20T05:00:42.369215Z,,,,,,,2025-01-20T05:00:03.800000Z,,2025-01-20T05:00:27.600000Z,
FN.OUL.00.BHZ | 2025-01-20T10:09:54.201882Z - 2025-01-20T10:10:54.201882Z,,,,,,,2025-01-20T10:10:25.025340Z,,2025-01-20T10:10:42.039540Z,
HE.ALAJF.00.?HZ | 2025-01-20T10:09:39.512664Z - 2025-01-20T10:10:39.512664Z,,,,,,,2025-01-20T10:10:20.941430Z,,2025-01-20T10:10:34.390520Z,
HE.NIF.00.BHZ | 2025-01-20T10:10:29.341212Z - 2025-01-20T10:11:29.341212Z,,,,,,,,,2025-01-20T10:11:02.198810Z,
HE.OBF0.00.BHZ | 2025-01-20T10:09:29.597448Z - 2025-01-20T10:10:29.597448Z,,,,,,,2025-01-20T10:10:08.489940Z,,2025-01-20T10:10:13.293050Z,
HE.OBF3.00.BHZ | 2025-01-20T10:09:38.044622Z - 2025-01-20T10:10:38.044622Z,,,,,,,2025-01-20T10:10:15.852480Z,,2025-01-20T10:10:25.585100Z,
HE.OBF8.00.BHZ | 2025-01-20T10:09:44.975302Z - 2025-01-20T10:10:44.975302Z,,,,,,,2025-01-20T10:10:04.825350Z,,2025-01-20T10:10:07.866560Z,
HE.OUF.00.BHZ | 2025-01-20T10:09:55.245852Z - 2025-01-20T10:10:55.245852Z,,,,,,,2025-01-20T10:10:09.983590Z,,2025-01-20T10:10:16.721520Z,
HE.SUF.00.BHZ | 2025-01-20T10:10:04.164116Z - 2025-01-20T10:11:04.164116Z,,,,,,,2025-01-20T10:10:33.939590Z,,2025-01-20T10:10:57.844220Z,
HE.TOF.00.BHZ | 2025-01-20T10:10:30.717875Z - 2025-01-20T10:11:30.717875Z,,,,,,,,,2025-01-20T10:11:00.409710Z,
HE.VAF.00.BHZ | 2025-01-20T10:10:09.144887Z - 2025-01-20T10:11:09.144887Z,,,,,,,2025-01-20T10:10:24.400660Z,,2025-01-20T10:10:39.340410Z,
FN.MSF.00.BHZ | 2025-01-20T12:05:46.713993Z - 2025-01-20T12:06:46.713993Z,,,,,,,,,2025-01-20T12:06:19.780000Z,
FN.OLKF.00.BHZ | 2025-01-20T12:05:30.398079Z - 2025-01-20T12:06:30.398079Z,,,,,,,2025-01-20T12:05:39.600000Z,,2025-01-20T12:06:07.600000Z,
FN.RAJF.00.BHZ | 2025-01-20T12:05:13.884985Z - 2025-01-20T12:06:13.884985Z,,,,,,,2025-01-20T12:05:38.980000Z,,2025-01-20T12:06:06.580000Z,
FN.RANF.00.BHZ | 2025-01-20T12:05:50.120934Z - 2025-01-20T12:06:50.120934Z,,,,,,,2025-01-20T12:05:56.600000Z,,2025-01-20T12:06:39.680000Z,
FN.RNF.00.BHZ | 2025-01-20T12:06:01.604375Z - 2025-01-20T12:07:01.604375Z,,,,,,,,,2025-01-20T12:06:32.640000Z,
HE.KEV.00.BHZ | 2025-01-20T12:05:42.975225Z - 2025-01-20T12:06:42.975225Z,,,,,,,2025-01-20T12:05:52.890000Z,,2025-01-20T12:06:31.320000Z,
HE.KU1.00.BHZ | 2025-01-20T12:05:00.306397Z - 2025-01-20T12:06:00.306397Z,,,,,,,2025-01-20T12:05:49.560000Z,,,
HE.KU6.00.BHZ | 2025-01-20T12:05:17.772605Z - 2025-01-20T12:06:17.772605Z,,,,,,,2025-01-20T12:05:40.620000Z,,2025-01-20T12:06:09.640000Z,
HE.VRF.00.BHZ | 2025-01-20T12:05:07.108751Z - 2025-01-20T12:06:07.108751Z,,,,,,,2025-01-20T12:05:29.080000Z,,2025-01-20T12:05:48.960000Z,
HE.ECKF.00.CZ | 2025-01-20T12:35:37.646132Z - 2025-01-20T12:36:37.646132Z,,,,,,,2025-01-20T12:35:47.864440Z,,2025-01-20T12:36:03.378160Z,
HE.HEL5.00.BHZ | 2025-01-20T12:36:12.917165Z - 2025-01-20T12:37:12.917165Z,,,,,,,,,2025-01-20T12:36:21.817420Z,
HE.KORF.00.CZ | 2025-01-20T12:35:04.066662Z - 2025-01-20T12:36:04.066662Z,,,,,,,2025-01-20T12:35:40.300060Z,,2025-01-20T12:35:49.540170Z,
HE.KPF.00.BHZ | 2025-01-20T12:35:24.989702Z - 2025-01-20T12:36:24.989702Z,,,,,,,2025-01-20T12:35:47.293890Z,,2025-01-20T12:35:59.778620Z,
HE.KUNI.00.BHZ | 2025-01-20T12:36:16.157393Z - 2025-01-20T12:37:16.157393Z,,,,,,,,,2025-01-20T12:36:22.396080Z,
HE.MEF.00.BHZ | 2025-01-20T12:35:42.980282Z - 2025-01-20T12:36:42.980282Z,,,,,,,,,2025-01-20T12:36:15.565080Z,
HE.NUR.00.SHZ | 2025-01-20T12:35:46.119502Z - 2025-01-20T12:36:46.119502Z,,,,,,,,,2025-01-20T12:36:16.778840Z,
HE.RAF.00.BHZ | 2025-01-20T12:35:22.510281Z - 2025-01-20T12:36:22.510281Z,,,,,,,2025-01-20T12:35:32.362020Z,,2025-01-20T12:35:35.662740Z,
HE.TRE03.00.CZ | 2025-01-20T12:35:27.591026Z - 2025-01-20T12:36:27.591026Z,,,,,,,2025-01-20T12:35:55.438540Z,,2025-01-20T12:36:14.747970Z,
HE.TVF.00.BHZ | 2025-01-20T12:35:14.922108Z - 2025-01-20T12:36:14.922108Z,,,,,,,2025-01-20T12:35:51.624460Z,,2025-01-20T12:36:07.960040Z,
UP.AAL.00.BHZ | 2025-01-20T12:35:15.575166Z - 2025-01-20T12:36:15.575166Z,,,,,,,2025-01-20T12:35:45.539870Z,,2025-01-20T12:35:57.224580Z,
HE.FIA0.00.?HZ | 2025-01-14T07:31:23.831957Z - 2025-01-14T07:32:23.831957Z,,,,,,,2025-01-14T07:31:36.907580Z,,2025-01-14T07:31:55.575460Z,
HE.FIA1.00.?HZ | 2025-01-14T07:31:21.944322Z - 2025-01-14T07:32:21.944322Z,,,,,,,2025-01-14T07:31:36.907580Z,,2025-01-14T07:31:55.575460Z,
HE.HEL1.00.BHZ | 2025-01-14T07:30:27.570694Z - 2025-01-14T07:31:27.570694Z,,,,,,,2025-01-14T07:31:16.289950Z,,2025-01-14T07:31:20.369980Z,
HE.HEL5.00.BHZ | 2025-01-14T07:30:41.783924Z - 2025-01-14T07:31:41.783924Z,,,,,,,2025-01-14T07:31:15.774220Z,,2025-01-14T07:31:19.453240Z,
HE.KAF.00.?HZ | 2025-01-14T07:31:24.376919Z - 2025-01-14T07:32:24.376919Z,,,,,,,2025-01-14T07:31:47.314790Z,,2025-01-14T07:32:14.862390Z,
HE.KEF.00.?HZ | 2025-01-14T07:31:25.063422Z - 2025-01-14T07:32:25.063422Z,,,,,,,2025-01-14T07:31:44.969550Z,,2025-01-14T07:32:09.579610Z,
HE.KORF.00.CZ | 2025-01-14T07:31:26.203015Z - 2025-01-14T07:32:26.203015Z,,,,,,,2025-01-14T07:31:38.173760Z,,2025-01-14T07:31:55.191870Z,
HE.KPF.00.BHZ | 2025-01-14T07:31:24.068246Z - 2025-01-14T07:32:24.068246Z,,,,,,,2025-01-14T07:31:45.213850Z,,2025-01-14T07:32:08.921700Z,
HE.KUNI.00.BHZ | 2025-01-14T07:30:34.935918Z - 2025-01-14T07:31:34.935918Z,,,,,,,2025-01-14T07:31:16.115890Z,,2025-01-14T07:31:20.221320Z,
HE.KY02.00.CZ | 2025-01-14T07:31:04.057441Z - 2025-01-14T07:32:04.057441Z,,,,,,,2025-01-14T07:31:35.970730Z,,2025-01-14T07:31:54.347980Z,
HE.KY17.00.CZ | 2025-01-14T07:31:31.149503Z - 2025-01-14T07:32:31.149503Z,,,,,,,2025-01-14T07:31:37.497240Z,,2025-01-14T07:31:57.186530Z,
HE.LAUT.00.BHZ | 2025-01-14T07:30:55.163772Z - 2025-01-14T07:31:55.163772Z,,,,,,,2025-01-14T07:31:16.289950Z,,2025-01-14T07:31:20.345200Z,
HE.LOVF.00.CZ | 2025-01-14T07:31:04.617510Z - 2025-01-14T07:32:04.617510Z,,,,,,,2025-01-14T07:31:28.662420Z,,2025-01-14T07:31:41.497480Z,
HE.MEF.00.BHZ | 2025-01-14T07:30:54.396017Z - 2025-01-14T07:31:54.396017Z,,,,,,,2025-01-14T07:31:12.262070Z,,2025-01-14T07:31:13.531940Z,
HE.PVF.00.CZ | 2025-01-14T07:31:09.358679Z - 2025-01-14T07:32:09.358679Z,,,,,,,2025-01-14T07:31:25.310770Z,,2025-01-14T07:31:35.756780Z,
HE.RAF.00.BHZ | 2025-01-14T07:31:21.549562Z - 2025-01-14T07:32:21.549562Z,,,,,,,2025-01-14T07:31:37.300540Z,,2025-01-14T07:31:58.644170Z,
HE.RSUO.00.BHZ | 2025-01-14T07:31:03.149411Z - 2025-01-14T07:32:03.149411Z,,,,,,,2025-01-14T07:31:16.435180Z,,2025-01-14T07:31:20.369980Z,
HE.TRE03.00.CZ | 2025-01-14T07:30:57.606347Z - 2025-01-14T07:31:57.606347Z,,,,,,,2025-01-14T07:31:35.091860Z,,2025-01-14T07:31:52.046450Z,
HE.TVF.00.BHZ | 2025-01-14T07:31:15.594742Z - 2025-01-14T07:32:15.594742Z,,,,,,,2025-01-14T07:31:24.062810Z,,2025-01-14T07:31:32.623670Z,
HE.VUOS.00.BHZ | 2025-01-14T07:30:51.527582Z - 2025-01-14T07:31:51.527582Z,,,,,,,2025-01-14T07:31:18.643120Z,,2025-01-14T07:31:24.149770Z,
HE.HEL1.00.BHZ | 2025-01-20T11:37:56.161088Z - 2025-01-20T11:38:56.161088Z,,,,,,,2025-01-20T11:38:01.550750Z,,2025-01-20T11:38:06.887020Z,
HE.HEL5.00.BHZ | 2025-01-20T11:37:10.603938Z - 2025-01-20T11:38:10.603938Z,,,,,,,2025-01-20T11:38:00.664800Z,,2025-01-20T11:38:04.932450Z,
HE.KUNI.00.BHZ | 2025-01-20T11:37:34.186062Z - 2025-01-20T11:38:34.186062Z,,,,,,,2025-01-20T11:38:02.070900Z,,2025-01-20T11:38:07.674800Z,
HE.LAUT.00.BHZ | 2025-01-20T11:37:21.347155Z - 2025-01-20T11:38:21.347155Z,,,,,,,2025-01-20T11:38:01.396910Z,,2025-01-20T11:38:06.289640Z,
HE.MEF.00.BHZ | 2025-01-20T11:37:14.823306Z - 2025-01-20T11:38:14.823306Z,,,,,,,2025-01-20T11:37:57.316820Z,,2025-01-20T11:37:58.207880Z,
HE.NUR.00.SHZ | 2025-01-20T11:37:56.544665Z - 2025-01-20T11:38:56.544665Z,,,,,,,2025-01-20T11:38:01.859560Z,,2025-01-20T11:38:06.612500Z,
HE.RSUO.00.BHZ | 2025-01-20T11:37:14.782662Z - 2025-01-20T11:38:14.782662Z,,,,,,,2025-01-20T11:38:02.219050Z,,2025-01-20T11:38:06.817580Z,
HE.VUOS.00.BHZ | 2025-01-20T11:37:35.599514Z - 2025-01-20T11:38:35.599514Z,,,,,,,2025-01-20T11:38:04.356150Z,,2025-01-20T11:38:11.017170Z,
HE.FIA0.00.?HZ | 2025-01-14T10:13:51.427377Z - 2025-01-14T10:14:51.427377Z,,,,,,,2025-01-14T10:14:13.453130Z,,2025-01-14T10:14:35.546250Z,
HE.FIA1.00.?HZ | 2025-01-14T10:13:47.208867Z - 2025-01-14T10:14:47.208867Z,,,,,,,2025-01-14T10:14:13.453130Z,,2025-01-14T10:14:35.546250Z,
HE.JOF.00.BHZ | 2025-01-14T10:13:57.074241Z - 2025-01-14T10:14:57.074241Z,,,,,,,2025-01-14T10:14:22.592680Z,,2025-01-14T10:14:50.075770Z,
HE.KAF.00.?HZ | 2025-01-14T10:14:12.987072Z - 2025-01-14T10:15:12.987072Z,,,,,,,2025-01-14T10:14:18.029770Z,,2025-01-14T10:14:42.430730Z,
HE.KY02.00.CZ | 2025-01-14T10:13:34.456580Z - 2025-01-14T10:14:34.456580Z,,,,,,,2025-01-14T10:14:06.813430Z,,2025-01-14T10:14:23.257030Z,
HE.KY17.00.CZ | 2025-01-14T10:13:46.773153Z - 2025-01-14T10:14:46.773153Z,,,,,,,2025-01-14T10:14:04.052800Z,,2025-01-14T10:14:19.496530Z,
HE.LOVF.00.CZ | 2025-01-14T10:13:42.991911Z - 2025-01-14T10:14:42.991911Z,,,,,,,2025-01-14T10:14:12.120280Z,,2025-01-14T10:14:33.605850Z,
HE.PVF.00.CZ | 2025-01-14T10:13:46.459796Z - 2025-01-14T10:14:46.459796Z,,,,,,,2025-01-14T10:14:14.862140Z,,2025-01-14T10:14:39.305260Z,
HE.RUF.00.BHZ | 2025-01-14T10:13:10.426518Z - 2025-01-14T10:14:10.426518Z,,,,,,,2025-01-14T10:13:53.268070Z,,2025-01-14T10:13:59.921700Z,
HE.VJF.00.?HZ | 2025-01-14T10:13:20.822682Z - 2025-01-14T10:14:20.822682Z,,,,,,,2025-01-14T10:14:01.571700Z,,,
FN.OUL.00.BHZ | 2025-01-14T11:37:29.081734Z - 2025-01-14T11:38:29.081734Z,,,,,,,2025-01-14T11:37:45.827370Z,,2025-01-14T11:38:07.761110Z,
HE.ALAJF.00.?HZ | 2025-01-14T11:37:30.495655Z - 2025-01-14T11:38:30.495655Z,,,,,,,2025-01-14T11:37:39.808150Z,,2025-01-14T11:37:55.364100Z,
HE.FIA0.00.?HZ | 2025-01-14T11:37:34.242684Z - 2025-01-14T11:38:34.242684Z,,,,,,,2025-01-14T11:37:55.014580Z,,2025-01-14T11:38:23.076180Z,
HE.FIA1.00.?HZ | 2025-01-14T11:37:34.974902Z - 2025-01-14T11:38:34.974902Z,,,,,,,2025-01-14T11:37:55.014580Z,,2025-01-14T11:38:22.855240Z,
HE.JOF.00.BHZ | 2025-01-14T11:37:32.569613Z - 2025-01-14T11:38:32.569613Z,,,,,,,2025-01-14T11:37:56.558650Z,,2025-01-14T11:38:24.947780Z,
HE.KAF.00.?HZ | 2025-01-14T11:37:18.786626Z - 2025-01-14T11:38:18.786626Z,,,,,,,2025-01-14T11:37:44.026530Z,,2025-01-14T11:38:02.849990Z,
HE.KEF.00.?HZ | 2025-01-14T11:37:31.421287Z - 2025-01-14T11:38:31.421287Z,,,,,,,2025-01-14T11:37:46.058980Z,,2025-01-14T11:38:06.855180Z,
HE.KJNF.00.CZ | 2025-01-14T11:37:05.319482Z - 2025-01-14T11:38:05.319482Z,,,,,,,2025-01-14T11:37:32.921000Z,,,
HE.NIF.00.BHZ | 2025-01-14T11:37:06.906663Z - 2025-01-14T11:38:06.906663Z,,,,,,,2025-01-14T11:37:27.798680Z,,2025-01-14T11:37:35.242800Z,
HE.OBF0.00.BHZ | 2025-01-14T11:37:12.904485Z - 2025-01-14T11:38:12.904485Z,,,,,,,2025-01-14T11:37:42.907370Z,,2025-01-14T11:38:01.451660Z,
HE.OBF3.00.BHZ | 2025-01-14T11:37:10.008786Z - 2025-01-14T11:38:10.008786Z,,,,,,,2025-01-14T11:37:44.514910Z,,2025-01-14T11:38:04.510880Z,
HE.OUF.00.BHZ | 2025-01-14T11:37:25.730336Z - 2025-01-14T11:38:25.730336Z,,,,,,,2025-01-14T11:37:38.559850Z,,2025-01-14T11:37:53.651390Z,
HE.RMF.00.BHZ | 2025-01-14T11:37:32.811637Z - 2025-01-14T11:38:32.811637Z,,,,,,,2025-01-14T11:37:46.831010Z,,2025-01-14T11:38:07.570390Z,
HE.SUF.00.BHZ | 2025-01-14T11:37:25.533968Z - 2025-01-14T11:38:25.533968Z,,,,,,,2025-01-14T11:37:33.093170Z,,2025-01-14T11:37:44.302150Z,
HE.TRE03.00.CZ | 2025-01-14T11:37:46.577511Z - 2025-01-14T11:38:46.577511Z,,,,,,,2025-01-14T11:37:56.607060Z,,2025-01-14T11:38:25.175090Z,
HE.VAF.00.BHZ | 2025-01-14T11:37:23.981377Z - 2025-01-14T11:38:23.981377Z,,,,,,,2025-01-14T11:37:50.227970Z,,2025-01-14T11:38:13.852020Z,
HE.ALAJF.00.?HZ | 2025-01-21T11:20:46.159705Z - 2025-01-21T11:21:46.159705Z,,,,,,,2025-01-21T11:21:07.396590Z,,2025-01-21T11:21:24.511470Z,
HE.FIA0.00.?HZ | 2025-01-21T11:20:44.845810Z - 2025-01-21T11:21:44.845810Z,,,,,,,2025-01-21T11:20:53.836510Z,,2025-01-21T11:21:01.903730Z,
HE.FIA1.00.?HZ | 2025-01-21T11:20:41.059241Z - 2025-01-21T11:21:41.059241Z,,,,,,,2025-01-21T11:20:53.737240Z,,2025-01-21T11:21:01.785400Z,
HE.KAF.00.?HZ | 2025-01-21T11:20:33.163398Z - 2025-01-21T11:21:33.163398Z,,,,,,,2025-01-21T11:20:51.810460Z,,2025-01-21T11:20:58.959880Z,
HE.KEF.00.?HZ | 2025-01-21T11:20:31.205504Z - 2025-01-21T11:21:31.205504Z,,,,,,,2025-01-21T11:20:48.420010Z,,2025-01-21T11:20:52.769790Z,
HE.KPF.00.BHZ | 2025-01-21T11:20:35.132687Z - 2025-01-21T11:21:35.132687Z,,,,,,,2025-01-21T11:21:11.148820Z,,2025-01-21T11:21:29.770480Z,
HE.KY02.00.CZ | 2025-01-21T11:20:30.151573Z - 2025-01-21T11:21:30.151573Z,,,,,,,,,2025-01-21T11:21:18.756450Z,
HE.KY17.00.CZ | 2025-01-21T11:20:50.037862Z - 2025-01-21T11:21:50.037862Z,,,,,,,2025-01-21T11:21:06.431110Z,,2025-01-21T11:21:22.208270Z,
HE.NIF.00.BHZ | 2025-01-21T11:20:59.232615Z - 2025-01-21T11:21:59.232615Z,,,,,,,2025-01-21T11:21:16.409820Z,,2025-01-21T11:21:40.086790Z,
HE.PVF.00.CZ | 2025-01-21T11:20:59.550523Z - 2025-01-21T11:21:59.550523Z,,,,,,,2025-01-21T11:21:08.643220Z,,2025-01-21T11:21:25.796350Z,
HE.RAF.00.BHZ | 2025-01-21T11:20:59.769035Z - 2025-01-21T11:21:59.769035Z,,,,,,,,,2025-01-21T11:21:41.578470Z,
HE.RUF.00.BHZ | 2025-01-21T11:21:16.573270Z - 2025-01-21T11:22:16.573270Z,,,,,,,,,2025-01-21T11:21:38.425550Z,
HE.SUF.00.BHZ | 2025-01-21T11:20:53.414477Z - 2025-01-21T11:21:53.414477Z,,,,,,,2025-01-21T11:20:59.296490Z,,2025-01-21T11:21:10.581090Z,
HE.TRE03.00.CZ | 2025-01-21T11:20:21.665890Z - 2025-01-21T11:21:21.665890Z,,,,,,,2025-01-21T11:20:53.538700Z,,2025-01-21T11:21:01.778290Z,
HE.VAF.00.BHZ | 2025-01-21T11:20:40.897869Z - 2025-01-21T11:21:40.897869Z,,,,,,,2025-01-21T11:21:12.993470Z,,2025-01-21T11:21:34.136510Z,
HE.VJF.00.?HZ | 2025-01-21T11:21:06.965763Z - 2025-01-21T11:22:06.965763Z,,,,,,,,,2025-01-21T11:21:36.833090Z,
HE.ECKF.00.CZ | 2025-01-16T09:19:26.412585Z - 2025-01-16T09:20:26.412585Z,,,,,,,2025-01-16T09:19:34.401090Z,,2025-01-16T09:19:57.448280Z,
HE.FIA0.00.?HZ | 2025-01-16T09:19:10.934305Z - 2025-01-16T09:20:10.934305Z,,,,,,,2025-01-16T09:19:33.097830Z,,2025-01-16T09:19:55.163840Z,
HE.FIA1.00.?HZ | 2025-01-16T09:19:04.708586Z - 2025-01-16T09:20:04.708586Z,,,,,,,2025-01-16T09:19:33.097830Z,,2025-01-16T09:19:55.163840Z,
HE.HEL5.00.BHZ | 2025-01-16T09:19:11.273726Z - 2025-01-16T09:20:11.273726Z,,,,,,,,,2025-01-16T09:19:34.812650Z,
HE.KAF.00.?HZ | 2025-01-16T09:19:32.903820Z - 2025-01-16T09:20:32.903820Z,,,,,,,2025-01-16T09:19:40.312570Z,,2025-01-16T09:20:08.568830Z,
HE.KEF.00.?HZ | 2025-01-16T09:19:04.905214Z - 2025-01-16T09:20:04.905214Z,,,,,,,2025-01-16T09:19:34.401090Z,,2025-01-16T09:19:57.105310Z,
HE.KORF.00.CZ | 2025-01-16T09:18:40.809368Z - 2025-01-16T09:19:40.809368Z,,,,,,,2025-01-16T09:19:19.928010Z,,2025-01-16T09:19:31.725970Z,
HE.KPF.00.BHZ | 2025-01-16T09:18:51.678840Z - 2025-01-16T09:19:51.678840Z,,,,,,,2025-01-16T09:19:25.876840Z,,2025-01-16T09:19:41.704880Z,
HE.LOVF.00.CZ | 2025-01-16T09:19:15.764771Z - 2025-01-16T09:20:15.764771Z,,,,,,,2025-01-16T09:19:32.274710Z,,2025-01-16T09:19:53.607080Z,
HE.MEF.00.BHZ | 2025-01-16T09:19:06.065724Z - 2025-01-16T09:20:06.065724Z,,,,,,,2025-01-16T09:19:17.938820Z,,2025-01-16T09:19:28.744950Z,
HE.PVF.00.CZ | 2025-01-16T09:19:14.489166Z - 2025-01-16T09:20:14.489166Z,,,,,,,2025-01-16T09:19:28.707890Z,,2025-01-16T09:19:46.816390Z,
HE.RAF.00.BHZ | 2025-01-16T09:18:58.166798Z - 2025-01-16T09:19:58.166798Z,,,,,,,2025-01-16T09:19:15.606660Z,,2025-01-16T09:19:24.455130Z,
HE.TVF.00.BHZ | 2025-01-16T09:19:00.795724Z - 2025-01-16T09:20:00.795724Z,,,,,,,2025-01-16T09:19:18.277090Z,,2025-01-16T09:19:29.325220Z,
HE.VAF.00.BHZ | 2025-01-16T09:19:22.719416Z - 2025-01-16T09:20:22.719416Z,,,,,,,2025-01-16T09:19:44.912980Z,,2025-01-16T09:20:15.352280Z,
UP.AAL.00.BHZ | 2025-01-16T09:19:03.631819Z - 2025-01-16T09:20:03.631819Z,,,,,,,2025-01-16T09:19:31.211740Z,,2025-01-16T09:19:51.343520Z,
FN.MSF.00.BHZ | 2025-01-16T11:42:16.647628Z - 2025-01-16T11:43:16.647628Z,,,,,,,2025-01-16T11:42:32.740000Z,,2025-01-16T11:43:10.320000Z,
FN.OLKF.00.BHZ | 2025-01-16T11:42:27.373881Z - 2025-01-16T11:43:27.373881Z,,,,,,,2025-01-16T11:42:41.180000Z,,2025-01-16T11:43:20.920000Z,
FN.OUL.00.BHZ | 2025-01-16T11:42:06.775483Z - 2025-01-16T11:43:06.775483Z,,,,,,,2025-01-16T11:42:21.380000Z,,2025-01-16T11:42:49.000000Z,
FN.RANF.00.BHZ | 2025-01-16T11:42:18.500872Z - 2025-01-16T11:43:18.500872Z,,,,,,,2025-01-16T11:42:34.980000Z,,2025-01-16T11:43:10.600000Z,
HE.FIA0.00.SHZ | 2025-01-16T11:42:04.986977Z - 2025-01-16T11:43:04.986977Z,,,,,,,2025-01-16T11:42:18.400000Z,,,
