file_name,network,station,instrument_type,station_lat,station_lon,station_elv,p_arrival_time,p_probability,s_arrival_time,s_probability
FN.KLF.00.BHZ | 2025-01-01T09:21:58.961627Z - 2025-01-01T09:22:58.961627Z,,,,,,,2025-01-01T09:22:07.766970Z,,2025-01-01T09:22:17.997750Z,
HE.HEF.00.BHZ | 2025-03-01T01:23:32.247482Z - 2025-03-01T01:24:32.247482Z,,,,,,,2025-03-01T01:23:54.995740Z,,2025-03-01T01:24:02.085700Z,
HE.TOF.00.BHZ | 2025-03-01T01:24:11.673924Z - 2025-03-01T01:25:11.673924Z,,,,,,,2025-03-01T01:24:22.203820Z,,2025-03-01T01:24:48.469200Z,
HE.HEF.00.BHZ | 2025-03-01T06:26:52.833361Z - 2025-03-01T06:27:52.833361Z,,,,,,,2025-03-01T06:27:02.689160Z,,2025-03-01T06:27:34.584110Z,
HE.KIF.00.BHZ | 2025-03-01T06:26:25.065947Z - 2025-03-01T06:27:25.065947Z,,,,,,,2025-03-01T06:26:46.265260Z,,2025-03-01T06:27:05.122740Z,
FN.KLF.00.BHZ | 2025-03-04T08:03:21.991818Z - 2025-03-04T08:04:21.991818Z,,,,,,,2025-03-04T08:03:44.163000Z,,2025-03-04T08:04:08.988910Z,
HE.HEF.00.BHZ | 2025-03-04T08:03:19.606664Z - 2025-03-04T08:04:19.606664Z,,,,,,,2025-03-04T08:03:38.187080Z,,2025-03-04T08:03:57.772720Z,
HE.KIF.00.BHZ | 2025-03-04T08:02:50.996544Z - 2025-03-04T08:03:50.996544Z,,,,,,,2025-03-04T08:03:28.685630Z,,2025-03-04T08:03:41.480950Z,
FN.KLF.00.BHZ | 2025-03-05T07:30:39.466230Z - 2025-03-05T07:31:39.466230Z,,,,,,,2025-03-05T07:31:08.991510Z,,2025-03-05T07:31:24.351890Z,
FN.KMNF.00.?HZ | 2025-03-05T07:31:03.344247Z - 2025-03-05T07:32:03.344247Z,,,,,,,2025-03-05T07:31:15.600080Z,,2025-03-05T07:31:35.672420Z,
FN.MSF.00.BHZ | 2025-03-05T07:31:06.888190Z - 2025-03-05T07:32:06.888190Z,,,,,,,2025-03-05T07:31:20.277980Z,,2025-03-05T07:31:43.787850Z,
FN.OLKF.00.BHZ | 2025-03-05T07:31:01.366649Z - 2025-03-05T07:32:01.366649Z,,,,,,,2025-03-05T07:31:15.859550Z,,2025-03-05T07:31:35.990140Z,
FN.RAJF.00.?HZ | 2025-03-05T07:30:31.147096Z - 2025-03-05T07:31:31.147096Z,,,,,,,2025-03-05T07:31:06.216960Z,,2025-03-05T07:31:19.688570Z,
FN.RANF.00.?HZ | 2025-03-05T07:31:08.606252Z - 2025-03-05T07:32:08.606252Z,,,,,,,2025-03-05T07:31:15.271810Z,,2025-03-05T07:31:35.256640Z,
FN.SGF.00.BHZ | 2025-03-05T07:30:20.525446Z - 2025-03-05T07:31:20.525446Z,,,,,,,2025-03-05T07:30:51.262420Z,,2025-03-05T07:30:53.841240Z,
HE.HEF.00.BHZ | 2025-03-05T07:30:39.773131Z - 2025-03-05T07:31:39.773131Z,,,,,,,2025-03-05T07:31:14.204920Z,,2025-03-05T07:31:32.998570Z,
HE.KEV.00.?HZ | 2025-03-05T07:31:10.711689Z - 2025-03-05T07:32:10.711689Z,,,,,,,2025-03-05T07:31:25.567410Z,,2025-03-05T07:31:53.212220Z,
HE.KU1.00.SHZ | 2025-03-05T07:31:20.253055Z - 2025-03-05T07:32:20.253055Z,,,,,,,2025-03-05T07:31:27.075310Z,,2025-03-05T07:31:53.589200Z,
HE.KU2.00.SHZ | 2025-03-05T07:30:55.793414Z - 2025-03-05T07:31:55.793414Z,,,,,,,2025-03-05T07:31:21.420690Z,,2025-03-05T07:31:45.672730Z,
HE.KU6.00.BHZ | 2025-03-05T07:31:04.821783Z - 2025-03-05T07:32:04.821783Z,,,,,,,2025-03-05T07:31:21.295030Z,,2025-03-05T07:31:45.672730Z,
HE.TOF.00.BHZ | 2025-03-05T07:31:05.297961Z - 2025-03-05T07:32:05.297961Z,,,,,,,2025-03-05T07:31:19.442470Z,,2025-03-05T07:31:42.611630Z,
HE.VRF.00.BHZ | 2025-03-05T07:30:56.289209Z - 2025-03-05T07:31:56.289209Z,,,,,,,2025-03-05T07:31:06.216960Z,,2025-03-05T07:31:19.429500Z,
FN.MSF.00.BHZ | 2025-03-05T09:35:00.542154Z - 2025-03-05T09:36:00.542154Z,,,,,,,2025-03-05T09:35:20.386550Z,,2025-03-05T09:35:26.038040Z,
FN.OLKF.00.BHZ | 2025-03-05T09:35:20.897110Z - 2025-03-05T09:36:20.897110Z,,,,,,,,,2025-03-05T09:35:37.850430Z,
FN.OUL.00.BHZ | 2025-03-05T09:35:28.039737Z - 2025-03-05T09:36:28.039737Z,,,,,,,,,2025-03-05T09:35:45.976670Z,
FN.RANF.00.?HZ | 2025-03-05T09:34:50.639539Z - 2025-03-05T09:35:50.639539Z,,,,,,,2025-03-05T09:35:23.941520Z,,2025-03-05T09:35:32.120850Z,
HE.KU1.00.SHZ | 2025-03-05T09:35:07.567411Z - 2025-03-05T09:36:07.567411Z,,,,,,,2025-03-05T09:35:23.212290Z,,2025-03-05T09:35:30.981510Z,
HE.KU2.00.SHZ | 2025-03-05T09:34:40.127746Z - 2025-03-05T09:35:40.127746Z,,,,,,,2025-03-05T09:35:14.450520Z,,2025-03-05T09:35:15.937120Z,
HE.KU6.00.BHZ | 2025-03-05T09:35:24.574961Z - 2025-03-05T09:36:24.574961Z,,,,,,,,,2025-03-05T09:35:36.957160Z,
FN.MSF.00.BHZ | 2025-03-10T02:08:55.165012Z - 2025-03-10T02:09:55.165012Z,,,,,,,2025-03-10T02:09:06.763130Z,,2025-03-10T02:09:09.117440Z,
FN.OLKF.00.BHZ | 2025-03-10T02:08:47.147150Z - 2025-03-10T02:09:47.147150Z,,,,,,,2025-03-10T02:09:13.600890Z,,2025-03-10T02:09:21.054840Z,
FN.OUL.00.BHZ | 2025-03-10T02:09:25.290798Z - 2025-03-10T02:10:25.290798Z,,,,,,,,,2025-03-10T02:09:46.962250Z,
FN.RANF.00.?HZ | 2025-03-10T02:08:42.806903Z - 2025-03-10T02:09:42.806903Z,,,,,,,2025-03-10T02:09:19.364870Z,,2025-03-10T02:09:31.007340Z,
FN.RNF.00.BHZ | 2025-03-10T02:09:30.784244Z - 2025-03-10T02:10:30.784244Z,,,,,,,,,2025-03-10T02:09:46.993710Z,
FN.SGF.00.BHZ | 2025-03-10T02:09:28.707471Z - 2025-03-10T02:10:28.707471Z,,,,,,,,,2025-03-10T02:09:59.279760Z,
HE.KU1.00.SHZ | 2025-03-10T02:08:26.972215Z - 2025-03-10T02:09:26.972215Z,,,,,,,2025-03-10T02:09:09.522810Z,,2025-03-10T02:09:14.200600Z,
HE.KU2.00.SHZ | 2025-03-10T02:08:25.151619Z - 2025-03-10T02:09:25.151619Z,,,,,,,2025-03-10T02:09:09.384970Z,,2025-03-10T02:09:13.445290Z,
HE.KU6.00.BHZ | 2025-03-10T02:08:22.818545Z - 2025-03-10T02:09:22.818545Z,,,,,,,2025-03-10T02:09:11.397900Z,,2025-03-10T02:09:17.678550Z,
HE.OBF3.00.BHZ | 2025-03-10T02:09:34.141092Z - 2025-03-10T02:10:34.141092Z,,,,,,,,,2025-03-10T02:10:03.711420Z,
HE.RMF.00.BHZ | 2025-03-10T02:09:22.838943Z - 2025-03-10T02:10:22.838943Z,,,,,,,,,2025-03-10T02:09:51.623990Z,
HE.VRF.00.BHZ | 2025-03-10T02:09:45.432902Z - 2025-03-10T02:10:45.432902Z,,,,,,,,,2025-03-10T02:10:00.418110Z,
FN.MSF.00.BHZ | 2025-03-08T14:35:59.693865Z - 2025-03-08T14:36:59.693865Z,,,,,,,2025-03-08T14:36:17.818240Z,,2025-03-08T14:36:26.907470Z,
FN.OLKF.00.BHZ | 2025-03-08T14:35:53.928435Z - 2025-03-08T14:36:53.928435Z,,,,,,,2025-03-08T14:36:21.626780Z,,2025-03-08T14:36:33.608250Z,
FN.OUL.00.BHZ | 2025-03-08T14:36:19.982363Z - 2025-03-08T14:37:19.982363Z,,,,,,,,,2025-03-08T14:37:05.160200Z,
FN.RANF.00.?HZ | 2025-03-08T14:36:33.962741Z - 2025-03-08T14:37:33.962741Z,,,,,,,,,2025-03-08T14:36:54.189320Z,
HE.KU1.00.SHZ | 2025-03-08T14:35:32.651019Z - 2025-03-08T14:36:32.651019Z,,,,,,,2025-03-08T14:36:11.992860Z,,2025-03-08T14:36:16.918620Z,
HE.KU2.00.SHZ | 2025-03-08T14:35:40.029827Z - 2025-03-08T14:36:40.029827Z,,,,,,,2025-03-08T14:36:22.064270Z,,2025-03-08T14:36:34.042310Z,
HE.KU6.00.BHZ | 2025-03-08T14:35:40.149646Z - 2025-03-08T14:36:40.149646Z,,,,,,,2025-03-08T14:36:15.128570Z,,2025-03-08T14:36:22.415440Z,
HE.RMF.00.BHZ | 2025-03-08T14:36:36.976659Z - 2025-03-08T14:37:36.976659Z,,,,,,,,,2025-03-08T14:36:45.478050Z,
FN.KLF.00.BHZ | 2025-03-13T16:18:45.365192Z - 2025-03-13T16:19:45.365192Z,,,,,,,2025-03-13T16:19:10.662130Z,,2025-03-13T16:19:39.154380Z,
FN.KMNF.00.?HZ | 2025-03-13T16:18:13.396045Z - 2025-03-13T16:19:13.396045Z,,,,,,,2025-03-13T16:18:34.317180Z,,2025-03-13T16:18:39.217310Z,
FN.RAJF.00.?HZ | 2025-03-13T16:17:57.469606Z - 2025-03-13T16:18:57.469606Z,,,,,,,2025-03-13T16:18:41.110070Z,,2025-03-13T16:18:51.216110Z,
FN.RNF.00.BHZ | 2025-03-13T16:19:38.904510Z - 2025-03-13T16:20:38.904510Z,,,,,,,,,2025-03-13T16:19:49.191990Z,
FN.SGF.00.BHZ | 2025-03-13T16:18:53.973615Z - 2025-03-13T16:19:53.973615Z,,,,,,,2025-03-13T16:19:00.123330Z,,2025-03-13T16:19:24.096390Z,
HE.HEF.00.BHZ | 2025-03-13T16:18:52.046802Z - 2025-03-13T16:19:52.046802Z,,,,,,,2025-03-13T16:18:58.629180Z,,2025-03-13T16:19:21.468820Z,
HE.KEV.00.?HZ | 2025-03-13T16:18:26.028242Z - 2025-03-13T16:19:26.028242Z,,,,,,,2025-03-13T16:18:38.477200Z,,2025-03-13T16:18:46.573660Z,
HE.KIF.00.BHZ | 2025-03-13T16:19:16.384957Z - 2025-03-13T16:20:16.384957Z,,,,,,,,,2025-03-13T16:19:44.958980Z,
HE.VRF.00.BHZ | 2025-03-13T16:18:23.672936Z - 2025-03-13T16:19:23.672936Z,,,,,,,2025-03-13T16:18:55.440830Z,,2025-03-13T16:19:15.966920Z,
FN.KLF.00.BHZ | 2025-03-16T03:01:53.718242Z - 2025-03-16T03:02:53.718242Z,,,,,,,2025-03-16T03:02:14.077630Z,,2025-03-16T03:02:35.454840Z,
FN.SGF.00.BHZ | 2025-03-16T03:02:11.427077Z - 2025-03-16T03:03:11.427077Z,,,,,,,,,2025-03-16T03:02:59.955370Z,
HE.HEF.00.BHZ | 2025-03-16T03:01:48.068835Z - 2025-03-16T03:02:48.068835Z,,,,,,,2025-03-16T03:02:10.192520Z,,2025-03-16T03:02:28.177800Z,
HE.KIF.00.BHZ | 2025-03-16T03:01:35.795546Z - 2025-03-16T03:02:35.795546Z,,,,,,,2025-03-16T03:02:04.829640Z,,2025-03-16T03:02:19.560240Z,
FN.MSF.00.BHZ | 2025-03-15T02:39:08.054234Z - 2025-03-15T02:40:08.054234Z,,,,,,,2025-03-15T02:39:28.772540Z,,2025-03-15T02:39:33.870260Z,
FN.OLKF.00.BHZ | 2025-03-15T02:38:50.503778Z - 2025-03-15T02:39:50.503778Z,,,,,,,2025-03-15T02:39:32.914220Z,,2025-03-15T02:39:40.541470Z,
FN.OUL.00.BHZ | 2025-03-15T02:39:48.369912Z - 2025-03-15T02:40:48.369912Z,,,,,,,,,2025-03-15T02:40:08.385390Z,
FN.RANF.00.?HZ | 2025-03-15T02:39:49.061288Z - 2025-03-15T02:40:49.061288Z,,,,,,,,,2025-03-15T02:39:55.975620Z,
FN.RNF.00.BHZ | 2025-03-15T02:39:24.569100Z - 2025-03-15T02:40:24.569100Z,,,,,,,,,2025-03-15T02:40:08.293010Z,
HE.KU1.00.SHZ | 2025-03-15T02:38:40.399008Z - 2025-03-15T02:39:40.399008Z,,,,,,,2025-03-15T02:39:28.509590Z,,2025-03-15T02:39:33.382130Z,
HE.KU2.00.SHZ | 2025-03-15T02:38:50.209709Z - 2025-03-15T02:39:50.209709Z,,,,,,,2025-03-15T02:39:32.402400Z,,2025-03-15T02:39:40.050800Z,
HE.KU6.00.BHZ | 2025-03-15T02:38:48.790368Z - 2025-03-15T02:39:48.790368Z,,,,,,,2025-03-15T02:39:29.430400Z,,2025-03-15T02:39:34.921050Z,
HE.RMF.00.BHZ | 2025-03-15T02:39:15.372892Z - 2025-03-15T02:40:15.372892Z,,,,,,,,,2025-03-15T02:40:06.496830Z,
FN.KLF.00.BHZ | 2025-03-17T08:37:54.142000Z - 2025-03-17T08:38:54.142000Z,,,,,,,2025-03-17T08:38:12.079990Z,,2025-03-17T08:38:27.898920Z,
FN.KMNF.00.?HZ | 2025-03-17T08:38:01.554695Z - 2025-03-17T08:39:01.554695Z,,,,,,,2025-03-17T08:38:18.719090Z,,2025-03-17T08:38:39.421110Z,
FN.RAJF.00.?HZ | 2025-03-17T08:38:16.803097Z - 2025-03-17T08:39:16.803097Z,,,,,,,2025-03-17T08:38:23.862160Z,,2025-03-17T08:38:47.907380Z,
FN.SGF.00.BHZ | 2025-03-17T08:37:59.023187Z - 2025-03-17T08:38:59.023187Z,,,,,,,2025-03-17T08:38:18.968650Z,,2025-03-17T08:38:39.570420Z,
HE.HEF.00.BHZ | 2025-03-17T08:37:23.603516Z - 2025-03-17T08:38:23.603516Z,,,,,,,2025-03-17T08:37:54.209860Z,,2025-03-17T08:37:57.123000Z,
HE.KEV.00.?HZ | 2025-03-17T08:38:10.231623Z - 2025-03-17T08:39:10.231623Z,,,,,,,2025-03-17T08:38:24.026520Z,,2025-03-17T08:38:48.294850Z,
HE.VRF.00.BHZ | 2025-03-17T08:38:35.490310Z - 2025-03-17T08:39:35.490310Z,,,,,,,,,2025-03-17T08:39:05.744260Z,
FN.OUL.00.BHZ | 2025-03-14T23:31:15.819528Z - 2025-03-14T23:32:15.819528Z,,,,,,,,,2025-03-14T23:31:23.250000Z,
HE.ALAJF.00.?HZ | 2025-03-14T23:30:51.754364Z - 2025-03-14T23:31:51.754364Z,,,,,,,,,2025-03-14T23:31:17.730000Z,
HE.OBF0.00.BHZ | 2025-03-14T23:30:57.373829Z - 2025-03-14T23:31:57.373829Z,,,,,,,,,2025-03-14T23:31:04.580000Z,
HE.OBF3.00.BHZ | 2025-03-14T23:30:36.881324Z - 2025-03-14T23:31:36.881324Z,,,,,,,,,2025-03-14T23:31:10.370000Z,
HE.OBF8.00.BHZ | 2025-03-14T23:30:20.379157Z - 2025-03-14T23:31:20.379157Z,,,,,,,,,2025-03-14T23:30:54.990000Z,
HE.OUF.00.BHZ | 2025-03-14T23:30:19.587032Z - 2025-03-14T23:31:19.587032Z,,,,,,,,,2025-03-14T23:31:10.583180Z,
HE.VAF.00.BHZ | 2025-03-14T23:30:35.471872Z - 2025-03-14T23:31:35.471872Z,,,,,,,2025-03-14T23:30:49.820000Z,,2025-03-14T23:31:10.583180Z,
HE.ECKF.00.CZ | 2025-03-20T01:33:44.425732Z - 2025-03-20T01:34:44.425732Z,,,,,,,2025-03-20T01:33:51.956850Z,,2025-03-20T01:33:58.642550Z,
HE.KORF.00.CZ | 2025-03-20T01:33:35.294209Z - 2025-03-20T01:34:35.294209Z,,,,,,,2025-03-20T01:33:51.886780Z,,2025-03-20T01:33:58.778710Z,
HE.KPF.00.BHZ | 2025-03-20T01:33:50.658803Z - 2025-03-20T01:34:50.658803Z,,,,,,,2025-03-20T01:34:11.779910Z,,2025-03-20T01:34:33.308440Z,
HE.MEF.00.BHZ | 2025-03-20T01:33:56.368351Z - 2025-03-20T01:34:56.368351Z,,,,,,,,,2025-03-20T01:34:40.993100Z,
HE.RAF.00.BHZ | 2025-03-20T01:33:16.119985Z - 2025-03-20T01:34:16.119985Z,,,,,,,2025-03-20T01:33:58.359300Z,,2025-03-20T01:34:10.023380Z,
HE.TRE03.00.CZ | 2025-03-20T01:33:57.480789Z - 2025-03-20T01:34:57.480789Z,,,,,,,,,2025-03-20T01:34:49.697730Z,
HE.TVF.00.BHZ | 2025-03-20T01:33:48.563990Z - 2025-03-20T01:34:48.563990Z,,,,,,,2025-03-20T01:34:08.261040Z,,2025-03-20T01:34:27.097190Z,
UP.AAL.00.BHZ | 2025-03-20T01:33:12.986848Z - 2025-03-20T01:34:12.986848Z,,,,,,,2025-03-20T01:33:48.356420Z,,2025-03-20T01:33:52.764760Z,
FN.KLF.00.BHZ | 2025-03-23T13:28:43.089750Z - 2025-03-23T13:29:43.089750Z,,,,,,,2025-03-23T13:29:10.147750Z,,2025-03-23T13:29:31.536890Z,
FN.OUL.00.BHZ | 2025-03-23T13:28:56.029536Z - 2025-03-23T13:29:56.029536Z,,,,,,,2025-03-23T13:29:03.589700Z,,2025-03-23T13:29:20.989330Z,
FN.RANF.00.?HZ | 2025-03-23T13:28:44.290720Z - 2025-03-23T13:29:44.290720Z,,,,,,,2025-03-23T13:29:08.929230Z,,2025-03-23T13:29:30.192840Z,
HE.KU2.00.SHZ | 2025-03-23T13:28:50.798490Z - 2025-03-23T13:29:50.798490Z,,,,,,,2025-03-23T13:29:17.696650Z,,2025-03-23T13:29:45.433860Z,
HE.OBF0.00.BHZ | 2025-03-23T13:28:29.601848Z - 2025-03-23T13:29:29.601848Z,,,,,,,2025-03-23T13:29:01.620070Z,,2025-03-23T13:29:17.405190Z,
HE.OBF3.00.BHZ | 2025-03-23T13:28:41.662293Z - 2025-03-23T13:29:41.662293Z,,,,,,,2025-03-23T13:28:58.917410Z,,2025-03-23T13:29:13.130420Z,
HE.OUF.00.BHZ | 2025-03-23T13:28:42.154136Z - 2025-03-23T13:29:42.154136Z,,,,,,,2025-03-23T13:29:05.075010Z,,2025-03-23T13:29:24.087030Z,
HE.ECKF.00.CZ | 2025-03-26T05:06:04.829315Z - 2025-03-26T05:07:04.829315Z,,,,,,,2025-03-26T05:06:38.100000Z,,2025-03-26T05:06:47.750000Z,
HE.HEL1.00.BHZ | 2025-03-26T05:07:20.352293Z - 2025-03-26T05:08:20.352293Z,,,,,,,,,2025-03-26T05:07:35.056890Z,
HE.HEL5.00.BHZ | 2025-03-26T05:06:45.981006Z - 2025-03-26T05:07:45.981006Z,,,,,,,2025-03-26T05:07:04.132100Z,,2025-03-26T05:07:31.022190Z,
HE.KORF.00.CZ | 2025-03-26T05:05:52.421575Z - 2025-03-26T05:06:52.421575Z,,,,,,,2025-03-26T05:06:37.493130Z,,2025-03-26T05:06:46.379380Z,
HE.KPF.00.BHZ | 2025-03-26T05:06:54.977651Z - 2025-03-26T05:07:54.977651Z,,,,,,,2025-03-26T05:07:05.366280Z,,2025-03-26T05:07:35.056890Z,
HE.LAUT.00.BHZ | 2025-03-26T05:07:25.364773Z - 2025-03-26T05:08:25.364773Z,,,,,,,,,2025-03-26T05:07:34.497000Z,
HE.MEF.00.BHZ | 2025-03-26T05:06:37.549095Z - 2025-03-26T05:07:37.549095Z,,,,,,,2025-03-26T05:07:01.528690Z,,2025-03-26T05:07:27.153600Z,
HE.NUR.00.SHZ | 2025-03-26T05:06:45.944172Z - 2025-03-26T05:07:45.944172Z,,,,,,,,,2025-03-26T05:07:34.049090Z,
HE.RAF.00.BHZ | 2025-03-26T05:06:36.540981Z - 2025-03-26T05:07:36.540981Z,,,,,,,2025-03-26T05:06:51.765630Z,,2025-03-26T05:07:11.347630Z,
HE.TVF.00.BHZ | 2025-03-26T05:06:25.179811Z - 2025-03-26T05:07:25.179811Z,,,,,,,2025-03-26T05:06:51.100000Z,,2025-03-26T05:07:09.420000Z,
UP.AAL.00.BHZ | 2025-03-26T05:06:25.890825Z - 2025-03-26T05:07:25.890825Z,,,,,,,2025-03-26T05:06:34.570000Z,,2025-03-26T05:06:41.670000Z,
HE.KPF.00.BHZ | 2025-03-27T06:34:05.566889Z - 2025-03-27T06:35:05.566889Z,,,,,,,,,2025-03-27T06:34:57.337620Z,
HE.RAF.00.BHZ | 2025-03-27T06:34:31.983061Z - 2025-03-27T06:35:31.983061Z,,,,,,,,,2025-03-27T06:35:06.135050Z,
HE.VAF.00.BHZ | 2025-03-27T06:34:12.561334Z - 2025-03-27T06:35:12.561334Z,,,,,,,,,2025-03-27T06:35:03.356910Z,
HE.ALAJF.00.?HZ | 2025-03-30T13:14:15.627945Z - 2025-03-30T13:15:15.627945Z,,,,,,,2025-03-30T13:14:32.014870Z,,2025-03-30T13:14:56.697750Z,
HE.OBF0.00.BHZ | 2025-03-30T13:14:10.778106Z - 2025-03-30T13:15:10.778106Z,,,,,,,2025-03-30T13:14:27.012890Z,,2025-03-30T13:14:47.807770Z,
HE.OBF3.00.BHZ | 2025-03-30T13:14:05.062374Z - 2025-03-30T13:15:05.062374Z,,,,,,,2025-03-30T13:14:30.698890Z,,2025-03-30T13:14:54.454280Z,
HE.OBF8.00.BHZ | 2025-03-30T13:13:53.808983Z - 2025-03-30T13:14:53.808983Z,,,,,,,2025-03-30T13:14:21.056910Z,,2025-03-30T13:14:37.244900Z,
HE.VAF.00.BHZ | 2025-03-30T13:14:03.055138Z - 2025-03-30T13:15:03.055138Z,,,,,,,2025-03-30T13:14:26.431490Z,,2025-03-30T13:14:46.872740Z,
FN.KLF.00.BHZ | 2025-04-02T13:32:57.686674Z - 2025-04-02T13:33:57.686674Z,,,,,,,2025-04-02T13:33:38.882380Z,,2025-04-02T13:33:49.664300Z,
FN.OLKF.00.BHZ | 2025-04-02T13:33:37.896237Z - 2025-04-02T13:34:37.896237Z,,,,,,,2025-04-02T13:34:01.211360Z,,2025-04-02T13:34:28.982980Z,
FN.OUL.00.BHZ | 2025-04-02T13:33:34.807993Z - 2025-04-02T13:34:34.807993Z,,,,,,,2025-04-02T13:33:50.395280Z,,2025-04-02T13:34:09.857570Z,
FN.RANF.00.?HZ | 2025-04-02T13:33:32.218494Z - 2025-04-02T13:34:32.218494Z,,,,,,,2025-04-02T13:33:44.730200Z,,2025-04-02T13:34:00.242560Z,
FN.RNF.00.BHZ | 2025-04-02T13:33:30.338400Z - 2025-04-02T13:34:30.338400Z,,,,,,,2025-04-02T13:33:38.973750Z,,2025-04-02T13:33:49.938420Z,
FN.SGF.00.BHZ | 2025-04-02T13:33:22.791646Z - 2025-04-02T13:34:22.791646Z,,,,,,,2025-04-02T13:33:48.933320Z,,2025-04-02T13:34:07.769820Z,
HE.KU2.00.SHZ | 2025-04-02T13:33:25.747374Z - 2025-04-02T13:34:25.747374Z,,,,,,,2025-04-02T13:33:55.623570Z,,2025-04-02T13:34:19.402840Z,
HE.OBF3.00.BHZ | 2025-04-02T13:33:29.427912Z - 2025-04-02T13:34:29.427912Z,,,,,,,2025-04-02T13:33:51.774400Z,,2025-04-02T13:34:12.141880Z,
FN.KLF.00.BHZ | 2025-04-03T04:43:03.217369Z - 2025-04-03T04:44:03.217369Z,,,,,,,2025-04-03T04:43:18.326490Z,,2025-04-03T04:43:28.962520Z,
FN.KMNF.00.?HZ | 2025-04-03T04:43:20.996271Z - 2025-04-03T04:44:20.996271Z,,,,,,,,,2025-04-03T04:44:06.114170Z,
FN.RNF.00.BHZ | 2025-04-03T04:43:20.170437Z - 2025-04-03T04:44:20.170437Z,,,,,,,,,2025-04-03T04:43:58.372970Z,
FN.SGF.00.BHZ | 2025-04-03T04:43:33.037738Z - 2025-04-03T04:44:33.037738Z,,,,,,,,,2025-04-03T04:43:50.855020Z,
HE.HEF.00.BHZ | 2025-04-03T04:42:59.324967Z - 2025-04-03T04:43:59.324967Z,,,,,,,2025-04-03T04:43:16.514420Z,,2025-04-03T04:43:25.164010Z,
FN.MSF.00.BHZ | 2025-04-05T07:17:45.884791Z - 2025-04-05T07:18:45.884791Z,,,,,,,2025-04-05T07:17:55.088760Z,,2025-04-05T07:18:00.294050Z,
FN.OLKF.00.BHZ | 2025-04-05T07:17:10.626857Z - 2025-04-05T07:18:10.626857Z,,,,,,,2025-04-05T07:17:52.938770Z,,2025-04-05T07:17:56.591890Z,
FN.RANF.00.?HZ | 2025-04-05T07:18:14.504443Z - 2025-04-05T07:19:14.504443Z,,,,,,,,,2025-04-05T07:18:22.189810Z,
FN.RNF.00.BHZ | 2025-04-05T07:18:04.247328Z - 2025-04-05T07:19:04.247328Z,,,,,,,2025-04-05T07:18:13.829930Z,,2025-04-05T07:18:32.354160Z,
HE.KU1.00.SHZ | 2025-04-05T07:17:46.596981Z - 2025-04-05T07:18:46.596981Z,,,,,,,2025-04-05T07:17:59.498450Z,,2025-04-05T07:18:07.460590Z,
HE.KU2.00.SHZ | 2025-04-05T07:17:45.515267Z - 2025-04-05T07:18:45.515267Z,,,,,,,2025-04-05T07:18:00.836560Z,,2025-04-05T07:18:10.237850Z,
HE.KU6.00.BHZ | 2025-04-05T07:17:35.384185Z - 2025-04-05T07:18:35.384185Z,,,,,,,2025-04-05T07:17:53.425920Z,,2025-04-05T07:17:57.611760Z,
HE.VRF.00.BHZ | 2025-04-05T07:18:24.125928Z - 2025-04-05T07:19:24.125928Z,,,,,,,,,2025-04-05T07:18:34.373360Z,
FN.KLF.00.BHZ | 2025-04-05T12:48:41.159694Z - 2025-04-05T12:49:41.159694Z,,,,,,,2025-04-05T12:48:58.274690Z,,2025-04-05T12:49:17.206290Z,
FN.OUL.00.BHZ | 2025-04-05T12:48:52.019218Z - 2025-04-05T12:49:52.019218Z,,,,,,,2025-04-05T12:48:57.706360Z,,2025-04-05T12:49:15.214060Z,
FN.RANF.00.?HZ | 2025-04-05T12:48:35.889880Z - 2025-04-05T12:49:35.889880Z,,,,,,,,,2025-04-05T12:49:19.404550Z,
FN.RNF.00.BHZ | 2025-04-05T12:48:24.970889Z - 2025-04-05T12:49:24.970889Z,,,,,,,,,2025-04-05T12:49:17.702210Z,
HE.OBF0.00.BHZ | 2025-04-05T12:48:20.350091Z - 2025-04-05T12:49:20.350091Z,,,,,,,,,2025-04-05T12:49:15.214060Z,
HE.OBF3.00.BHZ | 2025-04-05T12:48:54.113520Z - 2025-04-05T12:49:54.113520Z,,,,,,,,,2025-04-05T12:49:09.941340Z,
HE.OBF8.00.BHZ | 2025-04-05T12:48:57.365702Z - 2025-04-05T12:49:57.365702Z,,,,,,,,,2025-04-05T12:49:18.503820Z,
FN.KLF.00.BHZ | 2025-04-06T17:25:29.497787Z - 2025-04-06T17:26:29.497787Z,,,,,,,2025-04-06T17:26:03.527540Z,,2025-04-06T17:26:14.466320Z,
FN.KMNF.00.?HZ | 2025-04-06T17:26:05.936171Z - 2025-04-06T17:27:05.936171Z,,,,,,,2025-04-06T17:26:24.903700Z,,2025-04-06T17:26:49.890450Z,
FN.RAJF.00.?HZ | 2025-04-06T17:26:19.120282Z - 2025-04-06T17:27:19.120282Z,,,,,,,2025-04-06T17:26:29.195650Z,,2025-04-06T17:26:56.325840Z,
FN.RNF.00.BHZ | 2025-04-06T17:26:10.541520Z - 2025-04-06T17:27:10.541520Z,,,,,,,2025-04-06T17:26:21.532100Z,,2025-04-06T17:26:45.326940Z,
FN.SGF.00.BHZ | 2025-04-06T17:25:53.162743Z - 2025-04-06T17:26:53.162743Z,,,,,,,2025-04-06T17:26:17.184410Z,,2025-04-06T17:26:37.682150Z,
