file_name,network,station,instrument_type,station_lat,station_lon,station_elv,p_arrival_time,p_probability,s_arrival_time,s_probability
FN.RNF.00.00 | 2025-02-02T17:56:41.282979Z - 2025-02-02T17:57:41.282979Z,,,,,,,,,,
HE.RAF.00.00 | 2025-02-21T06:07:53.633443Z - 2025-02-21T06:08:53.633443Z,,,,,,,,,,
HE.SUF.00.00 | 2025-02-22T07:52:09.592900Z - 2025-02-22T07:53:09.592900Z,,,,,,,,,,
HE.VRF.00.00 | 2025-01-27T06:53:51.376148Z - 2025-01-27T06:54:51.376148Z,,,,,,,,,,
HE.KEV.00.00 | 2025-01-18T08:29:49.939955Z - 2025-01-18T08:30:49.939955Z,,,,,,,,,,
FN.KLF.00.00 | 2025-02-04T20:16:56.959448Z - 2025-02-04T20:17:56.959448Z,,,,,,,,,,
HE.KEV.00.00 | 2025-02-16T08:36:37.780898Z - 2025-02-16T08:37:37.780898Z,,,,,,,,,,
HE.FIB5.00.00 | 2025-02-26T09:36:31.645921Z - 2025-02-26T09:37:31.645921Z,,,,,,,,,,
HE.FIA3.00.00 | 2025-01-11T01:10:36.139639Z - 2025-01-11T01:11:36.139639Z,,,,,,,,,,
HE.OBF3.00.00 | 2025-01-24T03:39:42.134767Z - 2025-01-24T03:40:42.134767Z,,,,,,,,,,
HE.SUF.00.00 | 2025-01-11T09:30:34.482856Z - 2025-01-11T09:31:34.482856Z,,,,,,,,,,
HE.SUF.00.00 | 2025-02-08T01:51:18.419500Z - 2025-02-08T01:52:18.419500Z,,,,,,,,,,
HE.FIA2.00.00 | 2025-01-18T18:34:21.598719Z - 2025-01-18T18:35:21.598719Z,,,,,,,,,,
HE.OBF3.00.00 | 2025-01-13T08:39:55.640338Z - 2025-01-13T08:40:55.640338Z,,,,,,,,,,
FN.RAJF.00.00 | 2025-01-15T18:51:09.968617Z - 2025-01-15T18:52:09.968617Z,,,,,,,,,,
HE.KJNF.00.00 | 2025-02-14T00:44:18.187030Z - 2025-02-14T00:45:18.187030Z,,,,,,,,,,
HE.KIF.00.00 | 2025-01-16T10:08:49.650195Z - 2025-01-16T10:09:49.650195Z,,,,,,,,,,
HE.VUOS.00.00 | 2025-01-06T23:03:41.051872Z - 2025-01-06T23:04:41.051872Z,,,,,,,,,,
HE.PVF.00.00 | 2025-01-17T02:53:43.401425Z - 2025-01-17T02:54:43.401425Z,,,,,,,,,,
HE.OUF.00.00 | 2025-01-17T03:45:20.919559Z - 2025-01-17T03:46:20.919559Z,,,,,,,,,,
HE.KEV.00.00 | 2025-02-04T11:24:14.360556Z - 2025-02-04T11:25:14.360556Z,,,,,,,,,,
FN.KLF.00.00 | 2025-02-16T09:50:34.298959Z - 2025-02-16T09:51:34.298959Z,,,,,,,,,,
HE.RSUO.00.00 | 2025-02-13T20:21:12.709297Z - 2025-02-13T20:22:12.709297Z,,,,,,,,,,
HE.PVF.00.00 | 2025-02-24T18:34:23.223159Z - 2025-02-24T18:35:23.223159Z,,,,,,,,,,
HE.NUR.00.00 | 2025-01-15T12:35:23.522060Z - 2025-01-15T12:36:23.522060Z,,,,,,,,,,
HE.KEV.00.00 | 2025-01-16T16:17:16.160842Z - 2025-01-16T16:18:16.160842Z,,,,,,,,,,
HE.FIB3.00.00 | 2025-02-11T19:27:21.367129Z - 2025-02-11T19:28:21.367129Z,,,,,,,,,,
FN.KMNF.00.00 | 2025-02-28T11:55:59.506570Z - 2025-02-28T11:56:59.506570Z,,,,,,,,,,
HE.RAF.00.00 | 2025-01-09T21:25:22.056531Z - 2025-01-09T21:26:22.056531Z,,,,,,,,,,
FN.OUL.00.00 | 2025-01-25T03:40:49.736190Z - 2025-01-25T03:41:49.736190Z,,,,,,,,,,
HE.HEL2.00.00 | 2025-02-08T13:18:49.945891Z - 2025-02-08T13:19:49.945891Z,,,,,,,,,,
HE.MEF.00.00 | 2025-02-21T23:30:15.746178Z - 2025-02-21T23:31:15.746178Z,,,,,,,,,,
HE.TVF.00.00 | 2025-02-19T13:46:26.752423Z - 2025-02-19T13:47:26.752423Z,,,,,,,,,,
HE.KAF.00.00 | 2025-02-22T16:57:31.036760Z - 2025-02-22T16:58:31.036760Z,,,,,,,,,,
FN.OLKF.00.00 | 2025-02-14T03:32:53.177374Z - 2025-02-14T03:33:53.177374Z,,,,,,,,,,
HE.RUF.00.00 | 2025-01-28T09:22:43.831428Z - 2025-01-28T09:23:43.831428Z,,,,,,,,,,
HE.HEL2.00.00 | 2025-02-22T01:56:13.048434Z - 2025-02-22T01:57:13.048434Z,,,,,,,,,,
HE.OBF8.00.00 | 2025-02-12T15:42:42.645260Z - 2025-02-12T15:43:42.645260Z,,,,,,,,,,
HE.HEF.00.00 | 2025-01-30T09:47:21.152462Z - 2025-01-30T09:48:21.152462Z,,,,,,,,,,
HE.KU1.00.00 | 2025-02-08T03:57:06.129482Z - 2025-02-08T03:58:06.129482Z,,,,,,,,,,
HE.LAUT.00.00 | 2025-02-14T03:31:11.256602Z - 2025-02-14T03:32:11.256602Z,,,,,,,,,,
FN.MSF.00.00 | 2025-02-27T09:08:02.304443Z - 2025-02-27T09:09:02.304443Z,,,,,,,,,,
HE.FIC2.00.00 | 2025-01-13T18:07:00.306885Z - 2025-01-13T18:08:00.306885Z,,,,,,,,,,
HE.SUF.00.00 | 2025-02-22T09:15:44.282804Z - 2025-02-22T09:16:44.282804Z,,,,,,,,,,
HE.OBF0.00.00 | 2025-01-03T16:06:01.697307Z - 2025-01-03T16:07:01.697307Z,,,,,,,,,,
HE.OBF8.00.00 | 2025-02-28T09:40:27.693199Z - 2025-02-28T09:41:27.693199Z,,,,,,,,,,
HE.FIB6.00.00 | 2025-02-15T01:12:19.123214Z - 2025-02-15T01:13:19.123214Z,,,,,,,,,,
HE.FIC6.00.00 | 2025-02-08T22:09:07.280993Z - 2025-02-08T22:10:07.280993Z,,,,,,,,,,
HE.KJNF.00.00 | 2025-01-08T03:45:10.160448Z - 2025-01-08T03:46:10.160448Z,,,,,,,,,,
HE.SUF.00.00 | 2025-02-02T20:07:02.096005Z - 2025-02-02T20:08:02.096005Z,,,,,,,,,,
HE.KPF.00.00 | 2025-01-16T10:29:18.475574Z - 2025-01-16T10:30:18.475574Z,,,,,,,,,,
HE.KU1.00.00 | 2025-01-04T03:21:15.714746Z - 2025-01-04T03:22:15.714746Z,,,,,,,,,,
FN.MSF.00.00 | 2025-01-19T08:04:52.528336Z - 2025-01-19T08:05:52.528336Z,,,,,,,,,,
UP.AAL.00.00 | 2025-01-06T12:30:24.328146Z - 2025-01-06T12:31:24.328146Z,,,,,,,,,,
HE.RMF.00.00 | 2025-01-28T01:41:41.662438Z - 2025-01-28T01:42:41.662438Z,,,,,,,,,,
UP.AAL.00.00 | 2025-02-17T16:49:43.341499Z - 2025-02-17T16:50:43.341499Z,,,,,,,,,,
HE.FIC2.00.00 | 2025-01-11T11:49:14.995458Z - 2025-01-11T11:50:14.995458Z,,,,,,,,,,
FN.SGF.00.00 | 2025-01-28T20:42:00.277797Z - 2025-01-28T20:43:00.277797Z,,,,,,,,,,
HE.VUOS.00.00 | 2025-01-13T10:05:20.101626Z - 2025-01-13T10:06:20.101626Z,,,,,,,,,,
HE.FIB2.00.00 | 2025-02-04T15:10:25.079320Z - 2025-02-04T15:11:25.079320Z,,,,,,,,,,
FN.MSF.00.00 | 2025-02-09T08:57:04.064582Z - 2025-02-09T08:58:04.064582Z,,,,,,,,,,
HE.FIC6.00.00 | 2025-01-10T20:09:09.799891Z - 2025-01-10T20:10:09.799891Z,,,,,,,,,,
HE.FIB6.00.00 | 2025-01-14T19:23:45.373467Z - 2025-01-14T19:24:45.373467Z,,,,,,,,,,
HE.KU1.00.00 | 2025-02-28T08:40:49.089529Z - 2025-02-28T08:41:49.089529Z,,,,,,,,,,
HE.ALAJF.00.00 | 2025-01-29T06:57:59.888222Z - 2025-01-29T06:58:59.888222Z,,,,,,,,,,
HE.FIC5.00.00 | 2025-01-08T14:34:16.327872Z - 2025-01-08T14:35:16.327872Z,,,,,,,,,,
HE.KAF.00.00 | 2025-01-16T10:03:34.402066Z - 2025-01-16T10:04:34.402066Z,,,,,,,,,,
HE.OBF8.00.00 | 2025-01-18T17:53:55.746421Z - 2025-01-18T17:54:55.746421Z,,,,,,,,,,
HE.HEL5.00.00 | 2025-02-10T18:33:27.827229Z - 2025-02-10T18:34:27.827229Z,,,,,,,,,,
HE.OBF3.00.00 | 2025-02-16T08:32:24.725211Z - 2025-02-16T08:33:24.725211Z,,,,,,,,,,
FN.KMNF.00.00 | 2025-02-27T19:55:58.782705Z - 2025-02-27T19:56:58.782705Z,,,,,,,,,,
FN.RNF.00.00 | 2025-02-20T17:19:51.534208Z - 2025-02-20T17:20:51.534208Z,,,,,,,,,,
HE.KJNF.00.00 | 2025-01-30T03:24:30.551403Z - 2025-01-30T03:25:30.551403Z,,,,,,,,,,
FN.KLF.00.00 | 2025-01-04T19:24:57.735837Z - 2025-01-04T19:25:57.735837Z,,,,,,,,,,
HE.VJF.00.00 | 2025-01-02T18:57:58.552115Z - 2025-01-02T18:58:58.552115Z,,,,,,,,,,
HE.RMF.00.00 | 2025-02-12T03:43:00.465814Z - 2025-02-12T03:44:00.465814Z,,,,,,,,,,
HE.OUF.00.00 | 2025-01-18T10:27:50.542910Z - 2025-01-18T10:28:50.542910Z,,,,,,,,,,
HE.TVF.00.00 | 2025-01-17T14:58:06.057730Z - 2025-01-17T14:59:06.057730Z,,,,,,,,,,
HE.RMF.00.00 | 2025-02-13T01:21:24.971485Z - 2025-02-13T01:22:24.971485Z,,,,,,,,,,
HE.ECKF.00.00 | 2025-02-22T15:18:12.544603Z - 2025-02-22T15:19:12.544603Z,,,,,,,,,,
HE.TVF.00.00 | 2025-01-12T18:09:30.462390Z - 2025-01-12T18:10:30.462390Z,,,,,,,,,,
FN.RNF.00.00 | 2025-02-16T11:55:59.709014Z - 2025-02-16T11:56:59.709014Z,,,,,,,,,,
HE.VUOS.00.00 | 2025-01-23T07:42:06.255719Z - 2025-01-23T07:43:06.255719Z,,,,,,,,,,
HE.KJNF.00.00 | 2025-01-09T07:20:15.654758Z - 2025-01-09T07:21:15.654758Z,,,,,,,,,,
FN.MSF.00.00 | 2025-02-16T18:08:57.264277Z - 2025-02-16T18:09:57.264277Z,,,,,,,,,,
HE.MEF.00.00 | 2025-01-09T19:00:56.620843Z - 2025-01-09T19:01:56.620843Z,,,,,,,,,,
FN.RNF.00.00 | 2025-02-17T03:28:29.513151Z - 2025-02-17T03:29:29.513151Z,,,,,,,,,,
HE.NUR.00.00 | 2025-02-18T05:45:32.224393Z - 2025-02-18T05:46:32.224393Z,,,,,,,,,,
FN.MSF.00.00 | 2025-01-16T14:57:58.260171Z - 2025-01-16T14:58:58.260171Z,,,,,,,,,,
HE.KU1.00.00 | 2025-02-13T11:56:07.023508Z - 2025-02-13T11:57:07.023508Z,,,,,,,,,,
HE.KAF.00.00 | 2025-01-16T21:28:59.238587Z - 2025-01-16T21:29:59.238587Z,,,,,,,,,,
HE.SUF.00.00 | 2025-02-24T01:42:26.039368Z - 2025-02-24T01:43:26.039368Z,,,,,,,,,,
HE.FIB1.00.00 | 2025-02-19T21:04:09.708462Z - 2025-02-19T21:05:09.708462Z,,,,,,,,,,
HE.RMF.00.00 | 2025-02-27T19:39:26.492928Z - 2025-02-27T19:40:26.492928Z,,,,,,,,,,
HE.KEF.00.00 | 2025-02-15T22:44:42.279253Z - 2025-02-15T22:45:42.279253Z,,,,,,,,,,
HE.FIB2.00.00 | 2025-01-18T19:01:40.272450Z - 2025-01-18T19:02:40.272450Z,,,,,,,,,,
HE.OBF3.00.00 | 2025-01-20T13:14:50.226064Z - 2025-01-20T13:15:50.226064Z,,,,,,,,,,
HE.RAF.00.00 | 2025-02-16T13:54:47.811914Z - 2025-02-16T13:55:47.811914Z,,,,,,,,,,
HE.LOVF.00.00 | 2025-02-20T03:23:29.140158Z - 2025-02-20T03:24:29.140158Z,,,,,,,,,,
FN.MSF.00.00 | 2025-01-09T07:09:02.562053Z - 2025-01-09T07:10:02.562053Z,,,,,,,,,,
HE.FIB1.00.00 | 2025-01-04T13:38:53.771673Z - 2025-01-04T13:39:53.771673Z,,,,,,,,,,
HE.KY17.00.00 | 2025-01-31T09:58:09.192824Z - 2025-01-31T09:59:09.192824Z,,,,,,,,,,
HE.FIB6.00.00 | 2025-02-11T05:19:34.356564Z - 2025-02-11T05:20:34.356564Z,,,,,,,,,,
HE.TVF.00.00 | 2025-01-15T03:20:12.716743Z - 2025-01-15T03:21:12.716743Z,,,,,,,,,,
HE.VJF.00.00 | 2025-02-01T22:24:20.729532Z - 2025-02-01T22:25:20.729532Z,,,,,,,,,,
HE.ECKF.00.00 | 2025-01-16T17:48:06.020307Z - 2025-01-16T17:49:06.020307Z,,,,,,,,,,
HE.VJF.00.00 | 2025-02-26T16:07:06.218370Z - 2025-02-26T16:08:06.218370Z,,,,,,,,,,
HE.SUF.00.00 | 2025-02-06T23:36:36.473285Z - 2025-02-06T23:37:36.473285Z,,,,,,,,,,
HE.FIB2.00.00 | 2025-01-07T02:14:59.406617Z - 2025-01-07T02:15:59.406617Z,,,,,,,,,,
HE.OUF.00.00 | 2025-02-04T09:53:44.038782Z - 2025-02-04T09:54:44.038782Z,,,,,,,,,,
HE.FIB3.00.00 | 2025-01-24T07:05:02.774169Z - 2025-01-24T07:06:02.774169Z,,,,,,,,,,
FN.OUL.00.00 | 2025-02-10T10:07:47.302398Z - 2025-02-10T10:08:47.302398Z,,,,,,,,,,
HE.KEV.00.00 | 2025-02-03T02:45:50.822098Z - 2025-02-03T02:46:50.822098Z,,,,,,,,,,
HE.FIA3.00.00 | 2025-02-24T19:14:27.988343Z - 2025-02-24T19:15:27.988343Z,,,,,,,,,,
HE.TRE03.00.00 | 2025-01-08T02:49:20.476058Z - 2025-01-08T02:50:20.476058Z,,,,,,,,,,
HE.OBF0.00.00 | 2025-01-19T12:35:16.321780Z - 2025-01-19T12:36:16.321780Z,,,,,,,,,,
HE.KY17.00.00 | 2025-02-12T20:05:28.306697Z - 2025-02-12T20:06:28.306697Z,,,,,,,,,,
HE.OUF.00.00 | 2025-02-05T00:59:25.128480Z - 2025-02-05T01:00:25.128480Z,,,,,,,,,,
HE.FIA3.00.00 | 2025-01-08T08:21:06.724325Z - 2025-01-08T08:22:06.724325Z,,,,,,,,,,
HE.OBF0.00.00 | 2025-02-20T11:43:53.605536Z - 2025-02-20T11:44:53.605536Z,,,,,,,,,,
HE.LAUT.00.00 | 2025-01-11T21:47:32.729797Z - 2025-01-11T21:48:32.729797Z,,,,,,,,,,
HE.HEF.00.00 | 2025-01-27T02:24:42.392032Z - 2025-01-27T02:25:42.392032Z,,,,,,,,,,
HE.RUF.00.00 | 2025-01-12T12:50:59.809747Z - 2025-01-12T12:51:59.809747Z,,,,,,,,,,
HE.TRE03.00.00 | 2025-01-13T03:02:57.110836Z - 2025-01-13T03:03:57.110836Z,,,,,,,,,,
HE.KPF.00.00 | 2025-02-17T16:54:19.659182Z - 2025-02-17T16:55:19.659182Z,,,,,,,,,,
HE.NUR.00.00 | 2025-01-28T07:53:22.347656Z - 2025-01-28T07:54:22.347656Z,,,,,,,,,,
FN.MSF.00.00 | 2025-01-29T20:31:47.796890Z - 2025-01-29T20:32:47.796890Z,,,,,,,,,,
HE.OBF3.00.00 | 2025-02-26T22:29:27.198556Z - 2025-02-26T22:30:27.198556Z,,,,,,,,,,
HE.TVF.00.00 | 2025-02-10T22:59:11.696466Z - 2025-02-10T23:00:11.696466Z,,,,,,,,,,
HE.KU2.00.00 | 2025-01-11T21:16:57.371250Z - 2025-01-11T21:17:57.371250Z,,,,,,,,,,
HE.OBF3.00.00 | 2025-02-24T19:48:32.041853Z - 2025-02-24T19:49:32.041853Z,,,,,,,,,,
HE.JOF.00.00 | 2025-02-26T00:16:45.939906Z - 2025-02-26T00:17:45.939906Z,,,,,,,,,,
FN.RANF.00.00 | 2025-01-09T17:14:32.449015Z - 2025-01-09T17:15:32.449015Z,,,,,,,,,,
HE.KU2.00.00 | 2025-01-31T13:37:46.797335Z - 2025-01-31T13:38:46.797335Z,,,,,,,,,,
HE.KY17.00.00 | 2025-01-30T18:14:56.113950Z - 2025-01-30T18:15:56.113950Z,,,,,,,,,,
HE.HEF.00.00 | 2025-01-08T04:49:07.285241Z - 2025-01-08T04:50:07.285241Z,,,,,,,,,,
HE.ECKF.00.00 | 2025-02-18T14:05:55.286605Z - 2025-02-18T14:06:55.286605Z,,,,,,,,,,
UP.AAL.00.00 | 2025-01-15T20:07:17.457018Z - 2025-01-15T20:08:17.457018Z,,,,,,,,,,
HE.LOVF.00.00 | 2025-02-11T12:58:21.328765Z - 2025-02-11T12:59:21.328765Z,,,,,,,,,,
HE.KIF.00.00 | 2025-02-06T00:49:20.656175Z - 2025-02-06T00:50:20.656175Z,,,,,,,,,,
FN.KLF.00.00 | 2025-02-10T07:35:45.101858Z - 2025-02-10T07:36:45.101858Z,,,,,,,,,,
HE.FIA2.00.00 | 2025-02-05T19:29:39.429038Z - 2025-02-05T19:30:39.429038Z,,,,,,,,,,
HE.FIC1.00.00 | 2025-02-10T14:28:23.773305Z - 2025-02-10T14:29:23.773305Z,,,,,,,,,,
HE.VAF.00.00 | 2025-02-08T23:19:10.797385Z - 2025-02-08T23:20:10.797385Z,,,,,,,,,,
HE.FIC2.00.00 | 2025-02-28T16:21:42.312047Z - 2025-02-28T16:22:42.312047Z,,,,,,,,,,
HE.VUOS.00.00 | 2025-01-12T11:26:28.920252Z - 2025-01-12T11:27:28.920252Z,,,,,,,,,,
HE.TOF.00.00 | 2025-01-23T05:40:42.563051Z - 2025-01-23T05:41:42.563051Z,,,,,,,,,,
HE.FIA0.00.00 | 2025-02-22T06:58:34.821066Z - 2025-02-22T06:59:34.821066Z,,,,,,,,,,
HE.VAF.00.00 | 2025-01-18T12:47:33.362969Z - 2025-01-18T12:48:33.362969Z,,,,,,,,,,
HE.NUR.00.00 | 2025-01-29T17:40:24.248872Z - 2025-01-29T17:41:24.248872Z,,,,,,,,,,
HE.HEF.00.00 | 2025-01-21T17:00:27.334838Z - 2025-01-21T17:01:27.334838Z,,,,,,,,,,
HE.KU1.00.00 | 2025-02-24T18:34:27.332551Z - 2025-02-24T18:35:27.332551Z,,,,,,,,,,
HE.RSUO.00.00 | 2025-01-11T23:06:18.276005Z - 2025-01-11T23:07:18.276005Z,,,,,,,,,,
HE.OBF0.00.00 | 2025-01-05T18:49:16.184843Z - 2025-01-05T18:50:16.184843Z,,,,,,,,,,
HE.VRF.00.00 | 2025-01-16T21:00:48.880649Z - 2025-01-16T21:01:48.880649Z,,,,,,,,,,
HE.TRE03.00.00 | 2025-01-23T01:57:53.134965Z - 2025-01-23T01:58:53.134965Z,,,,,,,,,,
HE.OBF0.00.00 | 2025-01-11T04:05:23.740696Z - 2025-01-11T04:06:23.740696Z,,,,,,,,,,
HE.ECKF.00.00 | 2025-02-18T06:08:29.633515Z - 2025-02-18T06:09:29.633515Z,,,,,,,,,,
HE.HEL2.00.00 | 2025-01-19T13:33:40.199149Z - 2025-01-19T13:34:40.199149Z,,,,,,,,,,
HE.RMF.00.00 | 2025-01-16T06:45:00.002133Z - 2025-01-16T06:46:00.002133Z,,,,,,,,,,
HE.FIB3.00.00 | 2025-02-13T10:59:59.611586Z - 2025-02-13T11:00:59.611586Z,,,,,,,,,,
HE.FIA0.00.00 | 2025-02-24T01:42:18.779266Z - 2025-02-24T01:43:18.779266Z,,,,,,,,,,
HE.KORF.00.00 | 2025-02-23T05:38:05.842917Z - 2025-02-23T05:39:05.842917Z,,,,,,,,,,
HE.FIB2.00.00 | 2025-01-23T21:56:39.317256Z - 2025-01-23T21:57:39.317256Z,,,,,,,,,,
HE.FIB1.00.00 | 2025-02-06T06:24:35.346035Z - 2025-02-06T06:25:35.346035Z,,,,,,,,,,
HE.KU2.00.00 | 2025-01-19T21:49:24.328253Z - 2025-01-19T21:50:24.328253Z,,,,,,,,,,
HE.FIB6.00.00 | 2025-01-18T18:59:32.120437Z - 2025-01-18T19:00:32.120437Z,,,,,,,,,,
FN.RAJF.00.00 | 2025-01-26T21:41:01.629100Z - 2025-01-26T21:42:01.629100Z,,,,,,,,,,
HE.VJF.00.00 | 2025-02-15T11:12:48.412377Z - 2025-02-15T11:13:48.412377Z,,,,,,,,,,
HE.SUF.00.00 | 2025-02-23T05:03:06.826509Z - 2025-02-23T05:04:06.826509Z,,,,,,,,,,
HE.FIC4.00.00 | 2025-02-11T21:47:52.312320Z - 2025-02-11T21:48:52.312320Z,,,,,,,,,,
HE.FIC3.00.00 | 2025-02-05T13:42:13.472921Z - 2025-02-05T13:43:13.472921Z,,,,,,,,,,
HE.KUNI.00.00 | 2025-01-16T14:14:04.313318Z - 2025-01-16T14:15:04.313318Z,,,,,,,,,,
FN.RNF.00.00 | 2025-02-13T23:53:20.425387Z - 2025-02-13T23:54:20.425387Z,,,,,,,,,,
HE.KU6.00.00 | 2025-02-10T00:16:34.022780Z - 2025-02-10T00:17:34.022780Z,,,,,,,,,,
HE.TVF.00.00 | 2025-01-06T22:17:41.978661Z - 2025-01-06T22:18:41.978661Z,,,,,,,,,,
HE.KU1.00.00 | 2025-02-11T07:42:33.382089Z - 2025-02-11T07:43:33.382089Z,,,,,,,,,,
HE.OBF3.00.00 | 2025-02-14T11:54:45.497406Z - 2025-02-14T11:55:45.497406Z,,,,,,,,,,
HE.FIC4.00.00 | 2025-01-10T00:06:08.321503Z - 2025-01-10T00:07:08.321503Z,,,,,,,,,,
HE.TRE03.00.00 | 2025-02-10T09:46:49.998590Z - 2025-02-10T09:47:49.998590Z,,,,,,,,,,
HE.VUOS.00.00 | 2025-02-02T19:23:34.921704Z - 2025-02-02T19:24:34.921704Z,,,,,,,,,,
HE.KIF.00.00 | 2025-02-13T15:33:18.632559Z - 2025-02-13T15:34:18.632559Z,,,,,,,,,,
HE.KORF.00.00 | 2025-01-25T07:20:55.259945Z - 2025-01-25T07:21:55.259945Z,,,,,,,,,,
HE.FIB1.00.00 | 2025-01-03T02:34:06.600144Z - 2025-01-03T02:35:06.600144Z,,,,,,,,,,
HE.NUR.00.00 | 2025-01-12T09:44:25.248260Z - 2025-01-12T09:45:25.248260Z,,,,,,,,,,
HE.FIB4.00.00 | 2025-01-15T07:18:28.773495Z - 2025-01-15T07:19:28.773495Z,,,,,,,,,,
HE.LOVF.00.00 | 2025-02-21T13:04:07.649903Z - 2025-02-21T13:05:07.649903Z,,,,,,,,,,
HE.RUF.00.00 | 2025-01-13T01:51:58.393091Z - 2025-01-13T01:52:58.393091Z,,,,,,,,,,
FN.SGF.00.00 | 2025-02-05T06:32:57.372027Z - 2025-02-05T06:33:57.372027Z,,,,,,,,,,
HE.ECKF.00.00 | 2025-02-13T18:05:28.623660Z - 2025-02-13T18:06:28.623660Z,,,,,,,,,,
HE.FIB6.00.00 | 2025-02-01T15:54:56.188947Z - 2025-02-01T15:55:56.188947Z,,,,,,,,,,
HE.FIC3.00.00 | 2025-02-26T00:04:58.228510Z - 2025-02-26T00:05:58.228510Z,,,,,,,,,,
HE.VAF.00.00 | 2025-01-12T04:38:11.957307Z - 2025-01-12T04:39:11.957307Z,,,,,,,,,,
HE.NUR.00.00 | 2025-01-27T14:54:14.427630Z - 2025-01-27T14:55:14.427630Z,,,,,,,,,,
HE.KEF.00.00 | 2025-01-09T02:42:44.799058Z - 2025-01-09T02:43:44.799058Z,,,,,,,,,,
HE.RMF.00.00 | 2025-01-04T05:08:09.939171Z - 2025-01-04T05:09:09.939171Z,,,,,,,,,,
HE.FIC4.00.00 | 2025-01-24T13:23:38.238012Z - 2025-01-24T13:24:38.238012Z,,,,,,,,,,
HE.HEL2.00.00 | 2025-01-22T19:20:40.536819Z - 2025-01-22T19:21:40.536819Z,,,,,,,,,,
HE.KUNI.00.00 | 2025-01-21T20:13:34.654944Z - 2025-01-21T20:14:34.654944Z,,,,,,,,,,
HE.PVF.00.00 | 2025-02-19T05:56:55.659195Z - 2025-02-19T05:57:55.659195Z,,,,,,,,,,
HE.FIC6.00.00 | 2025-01-05T07:50:00.686675Z - 2025-01-05T07:51:00.686675Z,,,,,,,,,,
HE.KY02.00.00 | 2025-02-01T02:56:07.274468Z - 2025-02-01T02:57:07.274468Z,,,,,,,,,,
HE.KUNI.00.00 | 2025-01-06T16:57:13.169682Z - 2025-01-06T16:58:13.169682Z,,,,,,,,,,
HE.VJF.00.00 | 2025-02-26T21:07:37.577785Z - 2025-02-26T21:08:37.577785Z,,,,,,,,,,
HE.TVF.00.00 | 2025-01-21T23:20:30.475413Z - 2025-01-21T23:21:30.475413Z,,,,,,,,,,
HE.KU2.00.00 | 2025-02-11T19:28:28.833687Z - 2025-02-11T19:29:28.833687Z,,,,,,,,,,
HE.KU1.00.00 | 2025-02-10T23:27:54.000224Z - 2025-02-10T23:28:54.000224Z,,,,,,,,,,
FN.KMNF.00.00 | 2025-02-19T00:47:57.904166Z - 2025-02-19T00:48:57.904166Z,,,,,,,,,,
HE.RAF.00.00 | 2025-01-25T04:25:02.462226Z - 2025-01-25T04:26:02.462226Z,,,,,,,,,,
HE.KIF.00.00 | 2025-02-12T17:29:14.352479Z - 2025-02-12T17:30:14.352479Z,,,,,,,,,,
HE.KY02.00.00 | 2025-02-19T22:09:24.542033Z - 2025-02-19T22:10:24.542033Z,,,,,,,,,,
HE.VJF.00.00 | 2025-02-26T08:18:02.614816Z - 2025-02-26T08:19:02.614816Z,,,,,,,,,,
HE.FIB3.00.00 | 2025-02-19T06:39:59.278945Z - 2025-02-19T06:40:59.278945Z,,,,,,,,,,
HE.FIC2.00.00 | 2025-01-18T07:00:53.681451Z - 2025-01-18T07:01:53.681451Z,,,,,,,,,,
HE.OBF0.00.00 | 2025-02-09T10:09:51.832771Z - 2025-02-09T10:10:51.832771Z,,,,,,,,,,
HE.ALAJF.00.00 | 2025-01-15T13:51:39.439237Z - 2025-01-15T13:52:39.439237Z,,,,,,,,,,
FN.RNF.00.00 | 2025-02-14T02:07:25.640555Z - 2025-02-14T02:08:25.640555Z,,,,,,,,,,
HE.FIA0.00.00 | 2025-01-08T09:39:26.209825Z - 2025-01-08T09:40:26.209825Z,,,,,,,,,,
HE.KIF.00.00 | 2025-02-04T04:21:56.166592Z - 2025-02-04T04:22:56.166592Z,,,,,,,,,,
HE.FIC1.00.00 | 2025-01-14T08:06:03.133361Z - 2025-01-14T08:07:03.133361Z,,,,,,,,,,
FN.KLF.00.00 | 2025-02-23T05:36:07.839371Z - 2025-02-23T05:37:07.839371Z,,,,,,,,,,
HE.FIC6.00.00 | 2025-02-16T15:50:39.563742Z - 2025-02-16T15:51:39.563742Z,,,,,,,,,,
HE.FIA2.00.00 | 2025-01-24T17:17:41.017897Z - 2025-01-24T17:18:41.017897Z,,,,,,,,,,
HE.KORF.00.00 | 2025-02-07T16:40:55.036085Z - 2025-02-07T16:41:55.036085Z,,,,,,,,,,
HE.FIA0.00.00 | 2025-01-29T06:59:52.924861Z - 2025-01-29T07:00:52.924861Z,,,,,,,,,,
HE.FIC4.00.00 | 2025-01-09T20:39:49.149535Z - 2025-01-09T20:40:49.149535Z,,,,,,,,,,
HE.FIA1.00.00 | 2025-02-16T19:57:16.867856Z - 2025-02-16T19:58:16.867856Z,,,,,,,,,,
HE.MEF.00.00 | 2025-01-23T03:18:04.434820Z - 2025-01-23T03:19:04.434820Z,,,,,,,,,,
HE.LOVF.00.00 | 2025-01-18T00:12:24.245429Z - 2025-01-18T00:13:24.245429Z,,,,,,,,,,
FN.SGF.00.00 | 2025-02-18T07:43:43.394420Z - 2025-02-18T07:44:43.394420Z,,,,,,,,,,
